claim_number,subrogation,claim_est_payout,liab_prct,claim_date,claim_day_of_week,channel,zip_code,witness_present_ind,policy_report_filed_ind,in_network_bodyshop,accident_key,policyholder_key,vehicle_key,driver_key
8356890,0,3596.09,40,11/5/2016,Monday,Online,20155,N,1,no,12.0,236.0,253.0,252.0
5931363,0,3793.53,45,1/9/2016,Tuesday,Broker,50014,N,0,yes,5.0,17.0,254.0,253.0
5080043,1,556.67,24,6/16/2015,Monday,Phone,20165,Y,1,no,10.0,237.0,255.0,254.0
2525361,0,2070.84,37,6/11/2016,Monday,Phone,85039,N,1,yes,8.0,238.0,256.0,255.0
5498694,0,1160.38,27,4/11/2015,Monday,Broker,20164,Y,1,yes,6.0,239.0,257.0,256.0
5370497,0,544.86,26,9/25/2016,Friday,Broker,15010,N,1,yes,1.0,240.0,258.0,257.0
1046981,0,707.45,49,9/26/2015,Saturday,Broker,15019,Y,1,yes,11.0,241.0,259.0,258.0
5450897,0,862.05,58,1/12/2015,Tuesday,Broker,15027,N,0,no,1.0,242.0,260.0,259.0
2835089,1,3407.63,42,7/25/2015,Thursday,Phone,80046,Y,1,yes,10.0,243.0,261.0,260.0
4946145,0,1909.39,25,8/20/2016,Friday,Phone,20148,N,0,no,10.0,244.0,262.0,261.0
2114119,0,804.1,43,9/3/2015,Wednesday,Broker,80003,N,1,no,10.0,191.0,263.0,262.0
8417796,0,3725,66,8/23/2016,Saturday,Online,50055,N,1,no,2.0,245.0,264.0,263.0
5513601,0,1709.26,37,2/28/2016,Friday,Phone,85015,N,1,no,6.0,141.0,265.0,264.0
2828388,0,7841.46,41,8/25/2015,Monday,Phone,80016,N,1,yes,12.0,183.0,266.0,265.0
8974437,0,2745.32,44,6/14/2015,Wednesday,Online,50054,N,1,yes,1.0,43.0,267.0,266.0
5838721,0,4043.73,28,9/25/2015,Saturday,Broker,15049,N,1,yes,9.0,246.0,268.0,267.0
7877896,0,2916.28,34,9/26/2015,Friday,Online,85005,Y,1,no,3.0,247.0,269.0,268.0
2785800,0,3877.23,62,11/24/2016,Friday,Phone,80011,Y,1,yes,7.0,248.0,270.0,269.0
4936762,0,1535.97,49,8/3/2015,Wednesday,Online,85061,N,1,yes,4.0,249.0,271.0,270.0
5844898,1,1894.19,29,10/2/2015,Friday,Phone,20124,N,0,yes,11.0,250.0,272.0,271.0
9276679,0,2359.08,39,4/19/2015,Sunday,Broker,50022,N,1,yes,1.0,251.0,273.0,272.0
4805475,0,3199.8,42,10/28/2016,Sunday,Broker,85067,N,0,yes,12.0,252.0,274.0,273.0
6900661,0,2761.73,32,8/13/2015,Friday,Online,20107,N,0,no,1.0,253.0,275.0,274.0
4259589,0,1103.61,37,1/5/2015,Monday,Phone,50049,N,1,yes,2.0,254.0,276.0,275.0
3127428,0,5258.82,22,9/27/2016,Saturday,Broker,15049,N,0,yes,6.0,255.0,277.0,276.0
6494816,0,325.44,30,6/19/2015,Tuesday,Broker,50021,Y,1,yes,5.0,256.0,278.0,277.0
5525473,1,7715.91,31,5/31/2015,Wednesday,Broker,85021,Y,1,yes,3.0,49.0,279.0,278.0
8793873,0,1678.86,34,9/22/2015,Sunday,Phone,80031,Y,0,yes,6.0,257.0,280.0,279.0
9680008,0,1598.87,18,8/20/2015,Thursday,Broker,20131,N,1,yes,3.0,258.0,281.0,280.0
7275941,0,1904.86,40,3/31/2015,Tuesday,Phone,20152,N,0,no,7.0,259.0,282.0,281.0
6690704,0,1413.96,40,3/26/2015,Sunday,Broker,50002,Y,1,no,9.0,260.0,283.0,282.0
1195392,0,3500.89,39,5/23/2015,Thursday,Online,85055,N,1,yes,7.0,87.0,284.0,283.0
2275669,0,1844.76,45,3/3/2015,Friday,Broker,20104,Y,1,yes,5.0,87.0,285.0,284.0
7744445,1,6299.18,33,2/27/2015,Thursday,Broker,15046,N,1,yes,10.0,261.0,286.0,285.0
9095512,0,15351.07,34,10/24/2016,Tuesday,Broker,15007,N,0,yes,6.0,43.0,287.0,286.0
2262602,0,3293.04,36,2/10/2015,Saturday,Online,50034,N,1,no,12.0,141.0,288.0,287.0
5291730,0,7485.11,56,8/4/2015,Tuesday,Broker,20104,Y,1,no,6.0,262.0,289.0,288.0
3820274,0,1999.91,40,2/14/2016,Wednesday,Phone,20135,N,1,yes,7.0,263.0,290.0,289.0
7411835,0,2034.78,50,6/5/2016,Monday,Phone,85055,Y,0,no,9.0,264.0,291.0,290.0
8016587,1,2226.23,43,3/30/2016,Saturday,Online,80110,N,0,yes,11.0,265.0,292.0,291.0
7964375,0,7649.17,41,12/2/2015,Tuesday,Phone,85012,N,0,yes,4.0,266.0,293.0,292.0
5916802,0,3276.39,53,1/10/2015,Thursday,Phone,15025,N,0,yes,1.0,267.0,294.0,293.0
7685735,1,2179.62,32,1/5/2016,Sunday,Broker,20141,Y,1,yes,11.0,268.0,295.0,294.0
7726255,0,2038.89,28,9/15/2016,Sunday,Broker,85077,Y,1,no,12.0,269.0,296.0,295.0
9293289,0,3186.02,34,4/3/2016,Thursday,Broker,20120,Y,0,no,11.0,270.0,297.0,296.0
1888832,1,5124.57,42,9/27/2015,Saturday,Phone,85026,N,1,yes,11.0,44.0,298.0,297.0
3209131,0,1052.21,39,10/19/2015,Wednesday,Broker,80006,N,1,no,8.0,271.0,299.0,298.0
5323920,0,6053.65,62,3/25/2015,Sunday,Online,50057,Y,0,yes,4.0,272.0,300.0,299.0
4238968,0,599.78,52,9/22/2016,Tuesday,Phone,50041,Y,1,yes,3.0,273.0,301.0,300.0
8866969,0,7045.92,39,1/9/2016,Thursday,Phone,50002,N,1,yes,10.0,274.0,302.0,301.0
3588236,0,2497.9,33,12/7/2016,Thursday,Broker,50001,N,1,yes,5.0,275.0,303.0,302.0
8340769,0,3025.45,55,9/6/2015,Monday,Phone,15047,Y,1,yes,7.0,276.0,304.0,303.0
9194365,1,2503.93,24,2/28/2016,Saturday,Broker,50058,Y,0,yes,12.0,277.0,305.0,304.0
1640652,1,5456.85,38,11/22/2015,Monday,Broker,50023,Y,0,yes,10.0,278.0,306.0,305.0
2949791,1,2523.6,27,2/17/2016,Saturday,Phone,85020,N,0,no,11.0,279.0,307.0,306.0
9794742,1,2723.63,47,12/20/2016,Tuesday,Online,80014,Y,1,yes,7.0,280.0,308.0,307.0
4176148,0,5381.68,44,5/16/2016,Thursday,Phone,20137,N,1,no,9.0,281.0,309.0,308.0
3624577,0,737.67,52,4/12/2015,Monday,Phone,50054,N,1,yes,2.0,282.0,310.0,309.0
3353872,0,2369.67,52,5/23/2016,Friday,Broker,15001,Y,1,yes,9.0,178.0,311.0,310.0
7472856,0,15001.59,37,2/13/2016,Tuesday,Broker,15055,Y,0,yes,12.0,283.0,312.0,311.0
2548492,0,1102.64,52,11/1/2015,Wednesday,Broker,15020,N,0,no,11.0,284.0,313.0,312.0
3512893,1,6871.63,29,12/26/2016,Tuesday,Phone,50026,Y,1,yes,11.0,285.0,314.0,313.0
8050988,0,2198.82,39,3/5/2015,Sunday,Broker,85026,N,0,yes,11.0,286.0,315.0,314.0
1734180,1,963.47,49,3/4/2016,Friday,Broker,20103,Y,1,yes,11.0,287.0,316.0,315.0
6869743,0,1859.37,39,12/28/2016,Sunday,Broker,85078,Y,1,yes,7.0,288.0,317.0,316.0
2103194,0,6348.58,63,6/8/2016,Friday,Broker,15055,Y,1,yes,5.0,289.0,318.0,317.0
8509363,0,924.42,59,6/22/2016,Monday,Phone,50047,Y,1,yes,1.0,290.0,319.0,318.0
5960100,0,2475.04,12,2/4/2015,Thursday,Online,85029,N,1,no,6.0,49.0,320.0,319.0
6925996,0,2961.67,25,8/27/2015,Monday,Broker,85030,N,0,yes,6.0,291.0,321.0,320.0
3556431,1,3371.71,29,10/18/2015,Sunday,Broker,15005,Y,0,yes,10.0,292.0,322.0,321.0
6626439,0,2026.26,42,8/5/2015,Wednesday,Broker,15059,N,0,yes,7.0,293.0,323.0,322.0
6947317,1,5935.98,30,11/26/2016,Friday,Phone,50005,N,1,yes,10.0,294.0,324.0,323.0
7544061,0,2389.51,28,6/3/2015,Friday,Phone,85042,Y,1,yes,12.0,178.0,325.0,324.0
3546432,0,1517.91,39,8/13/2015,Sunday,Broker,50052,N,1,yes,8.0,295.0,326.0,325.0
9570700,0,819.74,45,3/21/2016,Thursday,Broker,85039,Y,1,yes,9.0,296.0,327.0,326.0
3098397,0,6635.8,44,4/1/2016,Thursday,Broker,15021,N,1,yes,7.0,297.0,328.0,327.0
8595730,0,1541.99,35,12/2/2015,Tuesday,Phone,85060,N,1,yes,9.0,298.0,329.0,328.0
2394091,1,6330.71,34,4/29/2015,Wednesday,Broker,15001,Y,1,yes,2.0,74.0,330.0,329.0
8819708,0,5700.31,23,7/26/2015,Thursday,Online,85018,N,0,yes,6.0,299.0,331.0,330.0
8376825,0,2516.2,36,2/17/2016,Sunday,Online,50055,N,1,yes,1.0,300.0,332.0,331.0
5162193,0,944.06,34,11/16/2015,Tuesday,Phone,85067,N,0,yes,5.0,301.0,333.0,332.0
5175321,1,14984.98,33,11/19/2016,Tuesday,Broker,50001,Y,0,yes,11.0,302.0,334.0,333.0
2614620,0,3190.35,53,2/13/2015,Monday,Broker,50008,N,1,yes,9.0,303.0,335.0,334.0
7205066,0,4711.21,32,1/17/2016,Friday,Broker,20120,N,0,yes,11.0,304.0,336.0,335.0
7137404,0,1150.66,31,2/27/2016,Sunday,Phone,80010,Y,0,no,7.0,305.0,337.0,336.0
5347139,0,3204.9,43,9/1/2016,Thursday,Broker,15025,N,0,no,6.0,306.0,338.0,337.0
2922942,0,987.38,36,2/21/2016,Tuesday,Broker,15038,Y,0,yes,7.0,307.0,339.0,338.0
4341737,0,1293.73,54,10/18/2015,Thursday,Broker,50010,N,0,yes,5.0,308.0,340.0,339.0
7581600,0,175.55,48,6/18/2016,Monday,Phone,15046,N,1,yes,6.0,309.0,341.0,340.0
1405708,0,2608.38,46,5/2/2015,Tuesday,Phone,85044,N,0,yes,4.0,310.0,342.0,341.0
3786769,0,21504.28,53,7/6/2015,Wednesday,Phone,80011,N,0,yes,2.0,311.0,343.0,342.0
6135613,0,1956.96,42,7/22/2016,Tuesday,Broker,80002,Y,1,yes,4.0,312.0,344.0,343.0
2186981,1,3127.44,29,8/29/2015,Friday,Phone,85074,N,1,yes,3.0,74.0,345.0,344.0
4933069,0,3466.3,28,2/29/2016,Saturday,Broker,15010,N,0,yes,12.0,313.0,346.0,345.0
4978058,0,4625.54,31,5/24/2015,Saturday,Phone,15009,N,1,no,9.0,314.0,347.0,346.0
6264362,0,2195.46,41,6/30/2015,Tuesday,Phone,15025,Y,0,yes,3.0,315.0,348.0,347.0
4107909,0,3039.89,32,9/21/2016,Sunday,Broker,15006,Y,1,no,3.0,43.0,349.0,348.0
6234099,0,1430.88,49,2/6/2016,Thursday,Broker,50046,N,0,no,3.0,316.0,350.0,349.0
6866270,1,2730.57,21,10/26/2016,Sunday,Broker,15005,Y,1,yes,11.0,317.0,351.0,350.0
5869398,0,1517.82,39,11/5/2016,Wednesday,Broker,20135,N,0,yes,1.0,318.0,352.0,351.0
6888036,0,1151.62,44,6/5/2015,Wednesday,Phone,15057,N,0,yes,9.0,319.0,353.0,352.0
9297307,0,934.5,39,4/24/2016,Thursday,Phone,50025,N,1,yes,4.0,320.0,354.0,353.0
3578037,1,961.48,37,4/28/2016,Sunday,Broker,15001,Y,0,yes,8.0,191.0,355.0,354.0
9150282,0,2113.59,44,11/5/2016,Saturday,Broker,50025,Y,1,yes,12.0,321.0,356.0,355.0
3073225,1,655.97,30,9/14/2016,Tuesday,Broker,80030,N,1,yes,12.0,178.0,357.0,356.0
1095609,1,12500.69,28,2/19/2015,Wednesday,Broker,50037,N,1,yes,10.0,322.0,358.0,357.0
8470814,0,1324.63,20,10/19/2015,Sunday,Broker,50055,N,0,yes,11.0,323.0,359.0,358.0
1899169,0,1866.21,34,2/19/2015,Monday,Broker,85045,N,1,yes,8.0,324.0,360.0,359.0
3507717,1,559.97,25,5/12/2016,Saturday,Phone,85023,Y,1,yes,10.0,325.0,361.0,360.0
6433533,0,3149.24,54,1/9/2016,Friday,Broker,20120,N,1,yes,12.0,326.0,362.0,361.0
9129222,1,499.94,39,3/28/2016,Sunday,Phone,15057,Y,1,yes,11.0,21.0,363.0,362.0
1019695,0,1530.73,38,8/24/2016,Wednesday,Broker,20159,Y,1,no,10.0,327.0,364.0,363.0
9989023,0,1173.96,41,7/23/2015,Wednesday,Phone,15022,Y,0,no,3.0,328.0,365.0,364.0
3313096,0,1554.17,37,8/23/2016,Thursday,Phone,15006,Y,0,no,6.0,329.0,366.0,365.0
5854820,0,2204.89,30,3/20/2015,Wednesday,Broker,20163,Y,0,yes,12.0,36.0,367.0,366.0
1770497,0,5923.84,33,4/18/2015,Saturday,Broker,50052,N,1,no,4.0,330.0,368.0,367.0
4531172,0,1362.52,39,3/4/2016,Wednesday,Broker,15054,Y,1,yes,6.0,331.0,369.0,368.0
6386813,1,12294.31,37,3/1/2015,Sunday,Broker,80020,Y,1,no,2.0,332.0,370.0,369.0
2754404,0,3015.29,48,11/14/2015,Saturday,Broker,80042,N,0,yes,9.0,333.0,371.0,370.0
4065818,0,463.77,24,2/16/2016,Thursday,Phone,50011,N,1,yes,6.0,334.0,372.0,371.0
9127139,1,14089.2,43,2/1/2016,Wednesday,Phone,85024,N,1,yes,3.0,335.0,373.0,372.0
2762272,0,1246.4,35,8/3/2015,Tuesday,Broker,20118,N,1,no,12.0,336.0,374.0,373.0
2362328,1,1658.43,29,7/17/2016,Wednesday,Phone,20109,N,1,yes,10.0,337.0,375.0,374.0
8744063,0,15654.3,28,6/3/2016,Wednesday,Phone,85067,Y,1,yes,11.0,338.0,376.0,375.0
6453415,1,1222.89,25,1/12/2016,Saturday,Broker,50052,N,1,yes,3.0,339.0,377.0,376.0
7922502,0,711.43,25,3/30/2015,Saturday,Broker,50047,N,0,yes,12.0,64.0,378.0,377.0
7006283,0,403.37,36,2/16/2016,Wednesday,Online,15022,N,0,yes,3.0,340.0,379.0,378.0
1209550,0,2450.17,35,7/9/2016,Thursday,Broker,80001,N,1,yes,3.0,178.0,380.0,379.0
1147609,0,21504.28,39,9/29/2016,Sunday,Phone,80023,N,1,yes,10.0,341.0,381.0,380.0
1738400,0,3124.89,54,3/24/2015,Sunday,Phone,15035,N,0,yes,1.0,342.0,382.0,381.0
5218797,1,1056.88,27,12/22/2016,Saturday,Broker,15034,N,1,yes,1.0,343.0,383.0,382.0
9347730,0,7307.2,37,1/16/2016,Sunday,Online,50008,Y,0,yes,3.0,344.0,384.0,383.0
8226736,0,10615.56,37,7/8/2016,Saturday,Broker,20111,N,1,yes,11.0,345.0,385.0,384.0
3147437,0,1398.17,35,12/12/2016,Monday,Online,15009,N,1,yes,7.0,346.0,386.0,385.0
7404540,0,1536.25,32,6/21/2015,Tuesday,Online,80012,N,1,yes,9.0,347.0,387.0,386.0
2184474,1,4676.64,23,10/16/2016,Thursday,Broker,50025,N,0,no,8.0,43.0,388.0,387.0
9358265,0,1906.19,55,10/8/2015,Thursday,Online,80001,N,1,yes,3.0,348.0,389.0,388.0
4349602,1,3854.69,33,6/26/2015,Friday,Broker,85036,N,1,yes,3.0,349.0,390.0,389.0
3933229,0,1494.46,25,11/15/2015,Sunday,Broker,15010,N,0,no,4.0,350.0,391.0,390.0
2676098,0,2159.13,48,12/30/2016,Friday,Online,80026,Y,0,yes,9.0,351.0,392.0,391.0
7452942,0,21504.28,65,6/27/2015,Thursday,Phone,85034,N,0,yes,5.0,108.0,393.0,392.0
4171285,1,831.51,27,8/28/2016,Sunday,Phone,15025,N,1,no,1.0,352.0,394.0,393.0
2658237,0,318.72,39,1/24/2016,Thursday,Broker,20140,N,1,yes,6.0,353.0,395.0,394.0
9693706,0,3240.25,39,10/16/2016,Monday,Phone,85073,N,1,yes,4.0,354.0,396.0,395.0
4192139,0,2925.3,66,7/10/2015,Wednesday,Broker,20147,N,0,yes,5.0,355.0,397.0,396.0
6708470,0,2807.83,40,5/19/2016,Wednesday,Phone,85004,Y,1,no,1.0,356.0,398.0,397.0
8175952,0,1167.25,44,5/28/2016,Wednesday,Broker,20109,N,1,yes,6.0,357.0,399.0,398.0
4784304,0,1288.09,35,3/3/2015,Wednesday,Phone,20159,Y,0,yes,1.0,358.0,400.0,399.0
6139675,1,8642.03,33,7/2/2016,Thursday,Broker,15038,N,0,yes,7.0,43.0,401.0,400.0
7061304,1,8969.73,33,8/15/2016,Monday,Phone,50048,Y,0,no,11.0,359.0,402.0,401.0
5675240,1,8247.29,28,4/9/2016,Tuesday,Broker,85077,Y,0,yes,10.0,360.0,403.0,402.0
6809445,1,1177.95,35,10/1/2015,Tuesday,Broker,15046,Y,1,no,8.0,361.0,404.0,403.0
3743892,1,2493.6,44,6/3/2015,Saturday,Broker,20104,Y,0,yes,11.0,362.0,405.0,404.0
6199483,1,351.15,26,9/5/2016,Tuesday,Phone,15012,Y,1,yes,1.0,363.0,406.0,405.0
8585543,0,1480.3,51,2/10/2015,Thursday,Online,85040,N,0,yes,4.0,364.0,407.0,406.0
4614249,0,2313.26,47,6/20/2015,Thursday,Online,85006,Y,1,yes,5.0,365.0,408.0,407.0
1449545,0,3679.82,33,2/14/2016,Tuesday,Broker,20160,N,1,no,6.0,366.0,409.0,408.0
4418448,0,4397.42,34,11/5/2015,Wednesday,Online,20146,Y,0,no,8.0,367.0,410.0,409.0
4808864,0,5494.76,29,6/30/2015,Wednesday,Phone,15038,N,0,no,1.0,64.0,411.0,410.0
5521067,0,4850.45,37,11/8/2016,Saturday,Broker,15027,Y,1,yes,4.0,368.0,412.0,411.0
4180639,0,2689.18,22,2/16/2015,Wednesday,Broker,50022,Y,1,yes,6.0,369.0,413.0,412.0
9249232,1,577.94,34,1/31/2015,Friday,Online,80011,N,1,yes,8.0,370.0,414.0,413.0
9447771,1,9597.86,39,1/2/2015,Wednesday,Online,85018,N,1,no,8.0,183.0,415.0,414.0
4326287,1,8788.6,38,5/22/2016,Friday,Phone,80001,Y,0,yes,10.0,371.0,416.0,415.0
7066141,0,1819.7,41,10/17/2015,Saturday,Phone,85048,N,0,yes,1.0,372.0,417.0,416.0
8164778,1,1275.3,37,7/22/2015,Wednesday,Broker,20129,Y,0,yes,7.0,373.0,418.0,417.0
8222128,0,1108.71,45,3/29/2015,Monday,Online,20136,N,0,yes,8.0,374.0,419.0,418.0
5276225,0,1782.75,41,1/9/2016,Friday,Broker,50021,N,1,no,1.0,142.0,420.0,419.0
2153664,0,10083.63,39,11/29/2015,Tuesday,Phone,85034,N,0,no,7.0,375.0,421.0,420.0
7514967,0,2056.15,44,3/29/2015,Saturday,Phone,85011,N,1,yes,3.0,376.0,422.0,421.0
8343688,0,449.98,27,4/22/2016,Wednesday,Broker,20151,Y,1,yes,2.0,377.0,423.0,422.0
6164418,0,3025.47,45,4/26/2016,Tuesday,Broker,85069,Y,1,no,11.0,378.0,424.0,423.0
4927775,0,1226.77,27,5/16/2015,Sunday,Online,50034,N,0,no,4.0,379.0,425.0,424.0
2284791,0,3304.77,46,2/1/2015,Wednesday,Broker,85013,N,0,yes,3.0,380.0,426.0,425.0
5179721,0,2288.89,49,7/11/2015,Thursday,Broker,50001,N,0,yes,7.0,381.0,427.0,426.0
3033403,0,2118.8,54,1/29/2016,Wednesday,Broker,15009,N,1,no,4.0,382.0,428.0,427.0
2374202,0,1283.46,34,1/12/2015,Monday,Broker,80015,Y,1,yes,1.0,383.0,429.0,428.0
3476500,0,648.77,24,12/23/2015,Tuesday,Broker,85044,N,0,yes,12.0,384.0,430.0,429.0
2137257,0,6949.48,50,1/15/2015,Friday,Broker,20111,Y,1,no,7.0,385.0,431.0,430.0
3068226,0,11671.81,37,6/20/2015,Friday,Broker,80030,Y,1,yes,12.0,386.0,432.0,431.0
2981122,0,14612.56,56,7/30/2015,Thursday,Broker,20144,N,0,yes,7.0,387.0,433.0,432.0
8301890,0,2363.5,31,11/6/2016,Friday,Broker,50023,N,0,yes,5.0,388.0,434.0,433.0
3134171,0,1896.37,30,6/17/2015,Monday,Phone,85027,N,1,no,9.0,389.0,435.0,434.0
7665868,0,2105.88,52,10/28/2015,Sunday,Online,20130,N,0,yes,10.0,390.0,436.0,435.0
3441107,0,10134.51,45,8/22/2015,Wednesday,Broker,50038,Y,1,no,1.0,391.0,437.0,436.0
8092741,0,4571.09,24,12/4/2015,Thursday,Broker,50028,Y,0,yes,3.0,392.0,438.0,437.0
2088907,0,1269.6,61,11/16/2016,Friday,Phone,50022,N,0,no,1.0,393.0,439.0,438.0
9783612,0,7564.26,41,6/17/2015,Tuesday,Phone,85079,Y,1,yes,12.0,185.0,440.0,439.0
4850268,0,3060.72,47,8/13/2016,Wednesday,Phone,80011,Y,1,no,8.0,394.0,441.0,440.0
2714872,0,738.87,45,7/6/2016,Saturday,Broker,20152,N,1,no,7.0,395.0,442.0,441.0
2342785,0,4172.55,24,7/27/2015,Thursday,Phone,15054,N,0,yes,8.0,396.0,443.0,442.0
2461836,0,2023,35,7/19/2016,Saturday,Phone,50038,Y,0,yes,4.0,397.0,444.0,443.0
9487559,0,2183.32,43,1/9/2016,Wednesday,Broker,15022,Y,1,no,2.0,398.0,445.0,444.0
2724337,1,802.35,33,8/13/2016,Friday,Phone,15004,N,0,yes,11.0,399.0,446.0,445.0
6120575,0,1572.15,18,10/13/2016,Wednesday,Broker,20152,Y,1,yes,8.0,400.0,447.0,446.0
9217334,0,4720.81,58,5/6/2016,Thursday,Broker,20103,N,1,yes,5.0,401.0,448.0,447.0
2161698,0,826.5,27,10/7/2016,Thursday,Phone,15001,N,1,no,1.0,402.0,449.0,448.0
3745527,0,2946.15,29,2/6/2015,Wednesday,Online,20109,N,1,yes,12.0,403.0,450.0,449.0
7639254,0,132.45,35,3/5/2016,Friday,Broker,85002,Y,1,no,6.0,404.0,451.0,159.0
6745517,0,6132.23,36,12/1/2015,Friday,Broker,20138,N,1,yes,12.0,405.0,452.0,450.0
1432997,1,906.63,43,5/17/2015,Wednesday,Phone,80001,Y,0,yes,10.0,406.0,453.0,451.0
7029426,0,762.89,27,4/11/2016,Thursday,Broker,15022,Y,0,yes,3.0,407.0,454.0,182.0
5185804,1,1121.52,39,11/15/2016,Sunday,Broker,50050,Y,0,yes,11.0,408.0,455.0,452.0
4696524,0,8593.81,25,6/1/2016,Thursday,Online,80023,N,0,yes,4.0,409.0,456.0,453.0
6245860,1,2353.38,24,11/24/2015,Thursday,Broker,20159,N,0,yes,8.0,410.0,457.0,454.0
8697708,0,9885.45,34,5/19/2015,Tuesday,Phone,50020,N,1,yes,7.0,411.0,458.0,455.0
5120660,0,2361.53,31,1/6/2015,Thursday,Phone,20110,N,1,yes,7.0,412.0,459.0,456.0
5801720,0,2384.39,37,11/22/2016,Sunday,Broker,20128,Y,1,no,8.0,413.0,460.0,457.0
3553440,1,4287.95,39,4/1/2016,Wednesday,Broker,15019,N,1,yes,8.0,414.0,461.0,458.0
7971110,0,5043.9,29,5/30/2015,Monday,Broker,85077,N,0,yes,7.0,415.0,462.0,459.0
2313090,0,6412.99,52,10/1/2015,Saturday,Broker,15025,N,1,no,5.0,416.0,463.0,460.0
6295642,0,1348.22,43,8/21/2015,Thursday,Online,20146,N,1,no,9.0,417.0,464.0,461.0
5952964,1,9212.82,21,10/17/2016,Wednesday,Online,15009,Y,1,no,11.0,418.0,465.0,462.0
3731311,0,367.83,46,6/29/2015,Saturday,Online,15034,N,0,no,11.0,419.0,466.0,463.0
3765393,1,2445.95,11,4/27/2015,Tuesday,Broker,20101,N,1,yes,1.0,420.0,467.0,464.0
5225700,0,15766.34,38,3/2/2016,Monday,Broker,50001,N,1,yes,6.0,421.0,468.0,465.0
2942421,0,9806.02,31,4/14/2016,Monday,Phone,80025,Y,0,yes,5.0,422.0,469.0,466.0
1479591,0,6617.63,35,11/5/2015,Sunday,Phone,80014,N,0,yes,11.0,423.0,470.0,467.0
1634551,0,2395.35,42,3/17/2016,Thursday,Broker,20152,Y,0,no,5.0,424.0,471.0,468.0
9530732,0,1156.72,44,6/19/2015,Thursday,Online,85064,N,0,yes,12.0,425.0,472.0,469.0
2807526,0,1945.97,29,8/19/2015,Saturday,Broker,85019,Y,1,yes,2.0,426.0,473.0,470.0
7877321,0,2932.28,45,2/6/2016,Thursday,Phone,15001,N,1,no,5.0,427.0,474.0,471.0
2074671,0,1276.68,46,4/11/2016,Sunday,Broker,85079,Y,0,yes,8.0,428.0,475.0,472.0
4240314,0,1499.6,55,3/24/2015,Tuesday,Broker,20152,N,1,yes,12.0,429.0,476.0,473.0
6438317,0,1127.46,42,4/30/2016,Saturday,Phone,85021,N,0,no,5.0,430.0,477.0,474.0
4521308,0,4459.7,17,6/7/2015,Tuesday,Phone,50008,N,0,yes,7.0,413.0,478.0,475.0
3009590,0,1543.16,37,1/6/2016,Sunday,Broker,15022,Y,0,no,6.0,431.0,479.0,476.0
8864543,0,769.1,50,5/9/2015,Saturday,Broker,85019,Y,1,no,10.0,432.0,480.0,477.0
6665630,0,4554.78,31,5/18/2016,Saturday,Broker,15012,Y,0,yes,1.0,433.0,481.0,478.0
8354610,0,3651.05,49,3/17/2016,Monday,Broker,85007,N,0,no,7.0,434.0,482.0,479.0
8764503,0,7568.1,38,2/23/2015,Friday,Broker,20165,Y,0,no,8.0,435.0,483.0,480.0
1248869,0,9773.47,73,6/4/2015,Tuesday,Broker,15001,N,0,yes,12.0,436.0,484.0,481.0
6439479,0,657.79,44,12/13/2016,Monday,Phone,50035,Y,1,yes,12.0,36.0,485.0,482.0
4228862,0,2216.21,58,3/10/2016,Tuesday,Online,50025,N,1,no,5.0,437.0,486.0,483.0
7085780,1,6592.18,30,7/22/2015,Wednesday,Broker,15009,N,1,yes,3.0,438.0,487.0,484.0
6322978,0,1250.94,47,11/20/2016,Thursday,Broker,50025,N,1,no,8.0,439.0,488.0,485.0
4713744,0,1024.02,33,11/4/2016,Saturday,Broker,20135,N,1,yes,12.0,440.0,489.0,486.0
8000944,0,4745.63,45,12/7/2015,Monday,Online,80022,N,0,no,9.0,441.0,490.0,487.0
4783432,0,1739.34,24,7/8/2015,Sunday,Online,20128,Y,1,yes,11.0,442.0,491.0,488.0
8845092,1,1343.05,30,1/5/2015,Thursday,Phone,50058,N,0,yes,3.0,443.0,492.0,489.0
4874692,0,2021.01,41,11/1/2016,Saturday,Broker,15043,Y,1,no,2.0,444.0,493.0,490.0
9706136,0,1407.23,31,6/17/2015,Sunday,Phone,85017,N,0,yes,1.0,445.0,494.0,491.0
9599137,0,2693.13,52,11/5/2016,Monday,Broker,50056,N,0,no,12.0,446.0,495.0,492.0
4574520,0,3451.08,41,1/21/2015,Wednesday,Phone,50049,N,1,no,1.0,447.0,496.0,493.0
9307577,0,9718.87,45,8/3/2016,Sunday,Broker,80025,N,0,yes,12.0,448.0,497.0,494.0
8966388,0,3644.2,37,5/12/2015,Thursday,Broker,50050,N,1,yes,10.0,449.0,498.0,495.0
6470964,0,452.1,43,3/15/2016,Monday,Broker,80024,N,1,yes,2.0,450.0,499.0,496.0
3499346,0,5497.52,38,11/9/2016,Monday,Phone,15003,N,1,yes,10.0,451.0,500.0,497.0
8255704,0,5891.23,34,1/30/2016,Wednesday,Broker,50021,N,1,no,10.0,452.0,501.0,498.0
9012416,0,1301.65,48,9/11/2015,Wednesday,Broker,80035,Y,1,yes,3.0,453.0,502.0,499.0
7320679,0,7665.94,30,4/3/2016,Friday,Broker,15022,N,0,yes,12.0,87.0,503.0,500.0
6394691,0,3615.42,40,1/3/2015,Saturday,Online,15003,N,0,yes,8.0,37.0,504.0,501.0
5198202,0,2946.58,40,3/25/2015,Monday,Phone,50055,N,1,no,10.0,454.0,505.0,502.0
