year_of_born,gender,age_of_DL,safety_rating,driver_key
1995,M,23,76,1246
1972,F,28,59,1247
1984,M,23,76,1248
1977,F,21,73,1249
1985,F,26,99,1250
1991,M,18,96,1251
1985,F,24,100,1252
1975,M,21,70,1253
1966,F,28,81,1254
1999,M,23,65,1255
1988,M,23,89,1256
1995,F,21,69,1257
1980,M,25,78,1258
1994,F,18,64,1259
1991,F,24,59,1260
1982,M,23,52,1261
1990,M,25,78,1262
1977,F,18,58,1263
1964,F,22,82,1264
1998,M,22,56,1265
1986,M,21,100,1266
1974,F,29,77,1267
1986,M,19,67,1268
1962,M,29,75,1269
1998,F,25,69,1270
1971,F,20,67,1271
1959,F,27,100,1272
1956,F,16,53,1273
1981,F,23,95,1274
1980,M,24,98,1275
1989,F,26,81,1276
1976,M,24,85,1277
1978,F,22,78,1278
1994,M,21,81,1279
1996,F,16,61,1280
1980,M,23,64,1281
1987,F,16,76,1282
1968,M,25,94,1283
1986,M,22,69,1284
1984,M,26,69,1285
1968,M,16,66,1286
2000,M,23,71,1287
1966,M,19,72,1288
1974,F,24,46,1289
1974,M,26,99,1290
1997,M,28,87,1291
1982,F,19,82,1292
1963,F,23,69,1293
1986,M,23,75,1294
2000,M,20,69,1295
1996,F,22,87,1296
2001,M,27,74,1297
1988,F,17,75,1298
1980,M,20,86,1299
1981,M,22,66,1300
1985,F,28,94,1301
1981,F,19,68,1302
1996,F,24,63,1303
1985,M,24,98,1304
1983,F,18,94,1305
1988,F,25,79,1306
1983,F,20,70,1307
1978,F,20,71,1308
1986,F,20,74,1309
1991,M,21,69,1310
1973,F,22,66,1311
1980,F,25,82,1312
1980,M,28,62,1313
1980,F,17,57,1314
2000,M,21,74,1315
1995,M,26,86,1316
1981,F,24,69,1317
1964,M,24,88,1318
1967,F,25,64,1319
1963,M,23,66,1320
1994,F,21,75,1321
1977,M,22,70,1322
1993,M,16,81,1323
1980,F,22,70,1324
1984,M,26,53,1325
1973,M,22,52,1326
1992,M,23,75,1327
1994,M,20,72,1328
1968,M,17,65,1329
1966,F,20,82,1330
1988,M,20,81,1331
1969,M,19,60,1332
1993,F,26,50,1333
1977,M,22,84,1334
1990,F,17,86,1335
1978,F,28,62,1336
1992,M,20,95,1337
1987,F,23,84,1338
1993,F,17,45,1339
1988,F,19,70,1340
1991,F,23,56,1341
1977,F,21,76,1342
1968,F,21,78,1343
1982,F,23,84,1344
1975,F,19,61,1345
1970,M,22,84,1346
1993,F,21,82,1347
1974,F,25,74,1348
1984,F,18,100,1349
1958,F,17,64,1350
1989,F,21,81,1351
1987,M,16,46,1352
1978,F,16,90,1353
1967,F,19,97,1354
1977,M,25,67,1355
2001,F,18,92,1356
1980,M,28,69,1357
1982,M,21,70,1358
1982,F,20,72,1359
1994,F,20,64,1360
1965,M,23,74,1361
1991,F,21,87,1362
1968,M,20,92,1363
1966,M,19,65,1364
1988,M,23,73,1365
1967,F,26,92,1366
1982,F,29,49,1367
1976,M,20,100,1368
1975,F,16,59,1369
1999,M,29,67,1370
1981,F,19,84,1371
1990,M,28,69,1372
1999,F,21,78,1373
1973,F,25,76,1374
1968,F,23,69,1375
1985,F,18,78,1376
1991,F,23,95,1377
1990,F,22,81,1378
1956,F,17,59,1379
1981,F,17,85,1380
1997,M,22,58,1381
1957,M,27,74,1382
1971,F,22,63,1383
1988,F,21,66,1384
1994,F,20,83,1385
1970,F,22,79,1386
1984,F,31,68,1387
1994,F,16,61,1388
1975,M,26,84,1389
1965,F,20,86,1390
1968,M,17,76,1391
1986,F,23,83,1392
1976,F,21,93,1393
1990,M,27,59,1394
1960,M,23,76,1395
1984,F,23,94,1396
1986,F,20,94,1397
1985,F,18,73,1398
1961,F,27,73,1399
1990,F,20,88,1400
1984,M,17,85,1401
1982,M,22,97,1402
1979,M,26,66,1403
1994,M,21,68,1404
1987,F,24,63,1405
1992,M,25,100,1406
1978,M,21,83,1407
1981,F,20,79,1408
1979,M,16,75,1409
1980,F,20,64,1410
1970,M,24,72,1411
1979,F,24,84,1412
1990,F,22,49,1413
1979,M,24,93,1414
1982,F,16,70,1415
1981,M,29,70,1416
1991,F,20,85,1417
1984,F,20,64,1418
1997,F,22,65,1419
1986,F,27,96,1420
1999,M,20,82,1421
1988,F,22,100,1422
1967,M,19,100,1423
1964,F,19,78,1424
1977,M,21,79,1425
1957,M,21,91,1426
1986,F,24,100,1427
1974,F,19,56,1428
1974,M,18,92,1429
2002,F,27,87,1430
1975,M,26,83,1431
1980,M,22,85,1432
1983,F,18,67,1433
1988,M,17,98,1434
1957,F,23,76,1435
1995,F,24,58,1436
1999,M,18,73,1437
1981,M,19,76,1438
1979,F,20,94,1439
1987,F,27,48,1440
1959,M,22,70,1441
1996,F,19,71,1442
2002,M,18,64,1443
1991,F,18,100,1444
1987,M,21,97,1445
1982,M,23,82,1446
1997,M,16,54,1447
1961,M,16,89,1448
1982,F,23,91,1449
1990,F,16,76,1450
1979,M,26,92,1451
1961,M,17,76,1452
1977,F,28,51,1453
1992,F,21,62,1454
1967,M,25,82,1455
1982,F,26,58,1456
1989,F,31,95,1457
1956,M,21,44,1458
1951,F,17,71,1459
1987,M,22,76,1460
1964,F,23,92,1461
1975,M,24,91,1462
1988,M,21,48,1463
1977,M,25,49,1464
1981,M,22,82,1465
1984,M,30,60,1466
1980,M,17,57,1467
1989,M,20,91,1468
1986,M,24,92,1469
1983,F,21,80,1470
1997,M,20,76,1471
1978,F,23,77,1472
1997,F,20,57,1473
1967,M,20,56,1474
1993,F,26,49,1475
1990,F,23,71,1476
1973,M,16,68,1477
1971,M,26,64,1478
1974,M,25,97,1479
1968,F,26,76,1480
1984,F,21,65,1481
1973,F,17,37,1482
1972,M,22,84,1483
1993,F,27,81,1484
1976,M,21,100,1485
1983,M,20,54,1486
2001,M,17,78,1487
1946,F,24,80,1488
1984,M,22,94,1489
1995,M,20,95,1490
1956,F,26,65,1491
1982,F,25,100,1492
1987,M,18,68,1493
1993,M,17,80,1494
1983,M,25,87,1495
1993,F,21,63,1496
1964,F,19,83,1497
1968,M,23,60,1498
1989,F,26,71,1499
1974,M,18,74,1500
1990,F,17,97,1501
1985,M,27,83,1502
1997,F,22,86,1503
1973,M,31,75,1504
1988,F,26,79,1505
1968,M,16,67,1506
1986,F,22,85,1507
1990,F,21,63,1508
1979,M,22,100,1509
1978,M,25,96,1510
1985,F,21,78,1511
1987,M,22,83,1512
1996,F,23,65,1513
1996,F,20,52,1514
1977,M,27,78,1515
1956,F,20,70,1516
1980,M,23,56,1517
1981,F,22,76,1518
1966,F,19,58,1519
1991,M,22,69,1520
1994,F,25,81,1521
1988,F,18,100,1522
1972,M,24,85,1523
1974,M,26,81,1524
1975,M,23,96,1525
1995,F,23,84,1526
1975,F,20,100,1527
1982,M,25,85,1528
1974,F,19,93,1529
1970,M,23,68,1530
1981,M,20,79,1531
1966,M,19,52,1532
1958,M,24,86,1533
1975,M,22,79,1534
1972,M,20,93,1535
1980,F,23,97,1536
1991,F,26,47,1537
1998,F,22,100,1538
1986,F,16,65,1539
1990,F,23,78,1540
1996,M,25,86,1541
1983,M,26,55,1542
1982,F,26,91,1543
1959,M,22,96,1544
1974,M,17,61,1545
1993,M,24,85,1546
1976,F,27,82,1547
1958,M,28,80,1548
1966,M,29,89,1549
1967,M,22,61,1550
1980,M,20,65,1551
1969,F,25,93,1552
1960,M,23,75,1553
1957,F,20,57,1554
1978,M,26,89,1555
1964,F,29,65,1556
1975,F,16,86,1557
1979,F,26,81,1558
1970,M,20,91,1559
1985,M,23,51,1560
1986,F,25,53,1561
1995,M,19,70,1562
1986,M,31,93,1563
2002,M,18,70,1564
1975,F,28,100,1565
1985,M,22,72,1566
1962,F,24,71,1567
1963,F,24,85,1568
1985,F,23,68,1569
1963,F,20,64,1570
1970,F,29,74,1571
1973,M,25,71,1572
1989,M,21,87,1573
1998,M,24,77,1574
1992,F,29,63,1575
1959,F,23,85,1576
1982,F,20,96,1577
1994,M,25,61,1578
1971,M,19,65,1579
1980,F,28,100,1580
1987,M,22,71,1581
1984,F,17,72,1582
1976,M,22,79,1583
1992,F,26,81,1584
2000,F,20,88,1585
1964,M,16,59,1586
1989,F,17,92,1587
1993,M,23,77,1588
1997,F,20,67,1589
1981,M,17,56,1590
1973,F,16,84,1591
1968,M,20,80,1592
1983,M,24,94,1593
1978,F,22,56,1594
1995,F,25,82,1595
1991,M,22,82,1596
1951,F,23,96,1597
1995,M,18,91,1598
1985,M,21,87,1599
1977,M,20,68,1600
1992,M,18,54,1601
1973,F,16,83,1602
1964,M,20,60,1603
1990,F,20,72,1604
1984,M,22,72,1605
1987,M,25,78,1606
1968,M,24,82,1607
1982,M,21,95,1608
1958,M,26,79,1609
1980,M,19,62,1610
1984,F,19,95,1611
1982,M,19,59,1612
1953,M,23,80,1613
1996,M,24,62,1614
1964,M,25,88,1615
1975,F,20,84,1616
1962,F,28,96,1617
1987,F,22,62,1618
1964,M,24,66,1619
1975,F,19,67,1620
1971,M,25,66,1621
1988,M,22,37,1622
1977,M,27,71,1623
1981,M,24,65,1624
1970,M,25,54,1625
1986,F,27,89,1626
1978,M,22,77,1627
1984,M,20,69,1628
1964,F,23,84,1629
1975,M,23,67,1630
1978,F,19,78,1631
1982,F,22,52,1632
1996,F,21,82,1633
1975,F,22,78,1634
1954,F,19,68,1635
1986,F,16,72,1636
2000,F,26,79,1637
2001,M,22,55,1638
1998,F,20,59,1639
1979,M,24,71,1640
2000,F,19,86,1641
1988,F,21,70,1642
1981,F,16,60,1643
1977,F,21,87,1644
1985,F,24,85,1645
1995,M,16,61,1646
1981,F,21,81,1647
1998,F,23,96,1648
1975,F,18,91,1649
1959,M,16,89,1650
1970,F,26,75,1651
1985,F,18,58,1652
1994,M,30,81,1653
1999,F,21,100,1654
1966,F,18,69,1655
1974,F,24,100,1656
1987,M,24,85,1657
1982,M,25,79,1658
1978,F,21,80,1659
1978,F,20,60,1660
1969,M,18,92,1661
1986,F,23,93,1662
1994,M,23,73,1663
1978,M,23,56,1664
1978,F,20,83,1665
1997,F,21,75,1666
2000,M,21,53,1667
1985,M,27,85,1668
1996,F,29,100,1669
1974,M,22,64,1670
1994,F,25,66,1671
1977,M,22,51,1672
1995,M,29,86,1673
1972,F,18,58,1674
1996,M,29,73,1675
1986,F,17,78,1676
1984,F,26,71,1677
1974,F,28,54,1678
1973,M,26,66,1679
1974,F,24,78,1680
1978,M,20,90,1681
1991,M,23,86,1682
1972,F,21,77,1683
1953,M,22,48,1684
1997,M,17,90,1685
2004,M,21,71,1686
1987,M,18,100,1687
1980,M,23,58,1688
1997,M,16,72,1689
1989,M,22,85,1690
1985,F,26,77,1691
1991,F,24,72,1692
1955,M,29,54,1693
1989,F,24,75,1694
1973,F,21,82,1695
1980,F,18,73,1696
1946,F,26,80,1697
1985,F,24,82,1698
1980,M,22,87,1699
1965,M,21,69,1700
1974,F,17,77,1701
1979,M,26,65,1702
1981,F,25,67,1703
1974,M,25,63,1704
1982,F,26,61,1705
1989,M,17,86,1706
1982,M,25,91,1707
1965,F,21,66,1708
1978,F,22,80,1709
2002,M,21,60,1710
1971,F,30,64,1711
1976,M,16,64,1712
1978,F,29,78,1713
1968,F,23,93,1714
1990,M,21,72,1715
1994,M,22,77,1716
1995,F,30,85,1717
1983,F,21,83,1718
1981,M,23,49,1719
1987,M,16,74,1720
1982,F,19,60,1721
1973,F,16,72,1722
1997,M,27,57,1723
1985,F,16,76,1724
1990,F,26,81,1725
1988,F,24,33,1726
1999,M,28,67,1727
1990,M,21,42,1728
1978,F,25,64,1729
1969,M,19,57,1730
2003,M,16,56,1731
1983,M,28,66,1732
1982,M,21,89,1733
1983,F,22,62,1734
1998,M,18,75,1735
1994,M,24,60,1736
1977,F,20,96,1737
1988,M,21,58,1738
1967,M,25,100,1739
1979,F,22,82,1740
1971,F,21,100,1741
1976,M,28,77,1742
1956,M,26,61,1743
1970,M,20,83,1744
1983,M,16,97,1745
1987,F,28,81,1746
1959,M,25,77,1747
1990,M,16,62,1748
1990,M,23,79,1749
1989,F,19,77,1750
1984,M,23,79,1751
1986,M,30,77,1752
1998,F,27,63,1753
1993,F,27,49,1754
1970,F,21,82,1755
1975,M,25,58,1756
1985,F,29,100,1757
1991,M,23,70,1758
1994,M,32,91,1759
1993,M,26,88,1760
1982,M,22,73,1761
1971,F,20,81,1762
1999,M,23,87,1763
1974,F,26,89,1764
1949,M,23,77,1765
1987,M,23,62,1766
1978,F,28,76,1767
1985,M,28,41,1768
1959,F,24,84,1769
1981,F,20,81,1770
1983,F,19,70,1771
1973,M,20,91,1772
1966,M,25,65,1773
1973,F,23,72,1774
1996,F,16,93,1775
1977,M,26,88,1776
1976,M,28,79,1777
1998,F,21,83,1778
1984,F,21,83,1779
1971,M,25,48,1780
1992,M,18,56,1781
1961,M,27,74,1782
1970,M,24,88,1783
1979,F,24,60,1784
1962,M,16,84,1785
1987,M,20,72,1786
1987,M,29,71,1787
1970,F,24,90,1788
1996,M,22,86,1789
1991,M,21,81,1790
1983,M,21,90,1791
1956,F,28,71,1792
1979,F,24,57,1793
1999,M,24,65,1794
1982,F,17,74,1795
2000,F,26,57,1796
1975,M,18,84,1797
1994,M,19,56,1798
1995,M,24,86,1799
1972,M,24,55,1800
1975,F,22,96,1801
1981,F,20,75,1802
1966,F,21,82,1803
1948,M,22,73,1804
2002,F,19,83,1805
1995,M,23,100,1806
1986,M,22,87,1807
1991,M,17,48,1808
1973,M,20,50,1809
1968,M,21,61,1810
2001,F,18,50,1811
1993,M,24,82,1812
1977,F,24,74,1813
1962,M,19,73,1814
1992,F,27,58,1815
1989,F,18,92,1816
1968,M,19,85,1817
1982,F,27,89,1818
1968,M,26,58,1819
1992,F,23,60,1820
1979,M,24,69,1821
1966,M,24,51,1822
1930,M,20,73,1823
1997,M,22,74,1824
1997,M,21,98,1825
1988,M,27,94,1826
1974,M,22,82,1827
2000,F,22,63,1828
2001,M,20,73,1829
1987,F,27,80,1830
1985,F,22,80,1831
1979,M,30,73,1832
1990,M,24,49,1833
1986,F,17,63,1834
1990,M,20,100,1835
1984,F,21,85,1836
1982,M,26,85,1837
1990,F,24,82,1838
1998,M,19,83,1839
1961,M,16,72,1840
1981,F,24,92,1841
1976,M,26,51,1842
1967,M,27,61,1843
1970,M,22,90,1844
1986,F,21,78,1845
2001,M,21,88,1846
2001,M,21,74,1847
1988,M,19,70,1848
1983,F,18,85,1849
1963,F,26,76,1850
1989,F,27,78,1851
1983,F,18,79,1852
1989,M,25,75,1853
1961,M,20,59,1854
1982,M,23,78,1855
1982,M,24,76,1856
1984,F,21,75,1857
1971,M,25,84,1858
1963,M,28,93,1859
1989,M,23,77,1860
1979,M,22,85,1861
1977,F,20,83,1862
1984,F,22,61,1863
1992,F,21,70,1864
1985,F,25,80,1865
1968,M,24,81,1866
1963,M,18,53,1867
1964,M,24,100,1868
1995,M,24,61,1869
1967,F,22,60,1870
1968,F,25,86,1871
1992,F,27,67,1872
1978,M,20,73,1873
1997,M,26,78,1874
1978,F,21,54,1875
1987,F,20,76,1876
1990,M,23,80,1877
2000,F,24,82,1878
1995,F,26,57,1879
1976,F,23,68,1880
1993,F,27,58,1881
1989,M,22,100,1882
1957,M,20,63,1883
1980,M,26,93,1884
2001,F,24,76,1885
1994,M,21,78,1886
1981,M,19,79,1887
1999,F,18,77,1888
1967,F,17,77,1889
1994,F,23,78,1890
1981,M,25,70,1891
1982,M,24,92,1892
1983,M,23,83,1893
1981,F,17,70,1894
1949,F,26,77,1895
1999,M,16,100,1896
1974,M,21,98,1897
1980,F,21,71,1898
1978,M,25,68,1899
1976,F,27,68,1900
2003,M,19,80,1901
1994,M,22,100,1902
1984,F,20,95,1903
1985,F,27,49,1904
1946,F,28,73,1905
1982,F,25,76,1906
1974,M,22,100,1907
1974,F,27,71,1908
1992,M,20,79,1909
1986,F,21,90,1910
1986,F,20,83,1911
1990,M,20,50,1912
1999,F,20,86,1913
1970,F,22,85,1914
1984,M,18,89,1915
1970,M,22,79,1916
1992,M,20,82,1917
1975,F,21,81,1918
1964,M,23,77,1919
1933,M,29,51,1920
1989,F,28,82,1921
1972,F,23,52,1922
1980,M,29,72,1923
1994,M,19,49,1924
2002,M,20,80,1925
1970,F,26,63,1926
1963,F,27,71,1927
1967,F,16,72,1928
1973,M,19,56,1929
1996,F,20,76,1930
1989,M,20,70,1931
1991,M,23,53,1932
1985,F,23,79,1933
1984,M,16,65,1934
1973,M,20,90,1935
1993,M,23,86,1936
1980,M,17,88,1937
2003,F,20,79,1938
1995,F,19,76,1939
1995,F,20,79,1940
1996,F,20,71,1941
1993,F,23,46,1942
1970,F,16,68,1943
1999,F,19,87,1944
1978,F,28,73,1945
1980,F,20,86,1946
1991,F,23,70,1947
1985,F,22,41,1948
1981,M,26,66,1949
1990,M,27,61,1950
2003,M,25,97,1951
1961,M,23,95,1952
1967,F,22,70,1953
1974,M,18,84,1954
2004,M,25,67,1955
1988,F,20,86,1956
1979,F,24,82,1957
1986,F,17,90,1958
1987,M,20,88,1959
1982,M,19,83,1960
1986,F,19,100,1961
1976,M,21,92,1962
1975,M,17,76,1963
1975,M,16,72,1964
1976,F,25,48,1965
1988,M,26,75,1966
1957,M,21,66,1967
1969,M,22,64,1968
1983,F,27,97,1969
1980,M,20,99,1970
1994,M,20,67,1971
1991,M,30,86,1972
1986,F,22,82,1973
1991,M,20,67,1974
1976,M,24,71,1975
1974,M,21,46,1976
1977,M,23,57,1977
1986,M,18,84,1978
1958,F,19,45,1979
1958,M,17,76,1980
1976,F,24,69,1981
1991,F,26,66,1982
1969,F,19,78,1983
1990,M,16,77,1984
1977,M,23,68,1985
1959,M,19,81,1986
1973,M,21,90,1987
1978,F,25,61,1988
1983,F,22,84,1989
1975,M,16,66,1990
1951,M,16,92,1991
1988,M,24,83,1992
1997,M,24,87,1993
1978,F,28,87,1994
1996,M,19,81,1995
1964,F,19,100,1996
1979,M,23,39,1997
1999,M,19,77,1998
1962,F,17,61,1999
1987,F,21,72,2000
1985,M,23,100,2001
1975,M,23,43,2002
1975,F,20,57,2003
1998,F,27,66,2004
1984,M,23,73,2005
1990,M,24,64,2006
1991,F,22,84,2007
1986,M,22,80,2008
2001,M,26,71,2009
1997,F,22,42,2010
1988,F,24,85,2011
1996,F,22,90,2012
1983,M,20,83,2013
1958,F,24,75,2014
1965,F,20,50,2015
1983,M,19,82,2016
1970,F,21,47,2017
1988,F,22,83,2018
1996,F,19,74,2019
1965,M,21,64,2020
1991,M,21,68,2021
1977,F,27,50,2022
1979,F,22,38,2023
1986,F,21,96,2024
1953,M,29,57,2025
1986,F,24,36,2026
1992,M,20,75,2027
1975,M,25,65,2028
1986,F,21,71,2029
1995,M,22,84,2030
1980,F,25,47,2031
1994,F,19,72,2032
1986,F,25,56,2033
1962,F,28,83,2034
1972,M,22,100,2035
1985,M,19,60,2036
1981,M,21,65,2037
1972,M,20,49,2038
1980,F,20,59,2039
1991,F,24,60,2040
1988,M,18,82,2041
1953,F,18,64,2042
1967,F,21,91,2043
1982,M,20,94,2044
1971,F,19,78,2045
1981,M,20,88,2046
1988,M,25,77,2047
1992,F,21,83,2048
1971,F,23,60,2049
1999,F,25,78,2050
1982,F,23,82,2051
1980,F,25,74,2052
1992,F,18,60,2053
1957,M,20,72,2054
1971,F,23,63,2055
1983,F,18,62,2056
1993,M,29,82,2057
1967,F,16,79,2058
1957,M,22,72,2059
1979,M,19,74,2060
1973,F,23,65,2061
1956,M,29,89,2062
1990,M,24,66,2063
1992,M,24,100,2064
1989,M,19,83,2065
1981,F,24,58,2066
1977,M,19,81,2067
1992,M,20,87,2068
1986,F,24,94,2069
2000,F,23,79,2070
1997,M,21,77,2071
1984,M,18,73,2072
1987,F,20,88,2073
1972,M,18,75,2074
1984,M,24,75,2075
1979,F,22,77,2076
1985,M,20,82,2077
1969,F,29,92,2078
1993,M,24,68,2079
1965,F,20,79,2080
1969,M,24,92,2081
1971,M,20,96,2082
1979,F,24,80,2083
1992,F,21,73,2084
1996,F,21,89,2085
1990,M,23,85,2086
1978,F,21,67,2087
1987,M,17,51,2088
1988,F,19,100,2089
1989,F,17,46,2090
1952,F,21,91,2091
1989,F,24,64,2092
1992,F,17,92,2093
1996,M,21,67,2094
1990,M,24,61,2095
1995,M,22,59,2096
1992,M,21,81,2097
1980,M,20,77,2098
1973,F,26,56,2099
2000,F,24,100,2100
1988,F,23,76,2101
1984,M,23,96,2102
1982,M,26,69,2103
1998,M,24,74,2104
1989,M,18,69,2105
1982,F,26,74,2106
1957,F,20,84,2107
1977,M,25,85,2108
1986,F,19,39,2109
1988,M,26,81,2110
2000,M,25,69,2111
2003,M,24,78,2112
1966,M,24,68,2113
1962,F,17,65,2114
1995,M,20,100,2115
1992,M,21,92,2116
1970,M,21,77,2117
1991,F,24,77,2118
1995,F,16,64,2119
2003,F,18,81,2120
1987,M,24,57,2121
1965,F,21,81,2122
1967,F,21,62,2123
1978,F,21,82,2124
1969,F,22,94,2125
1976,F,30,93,2126
1967,F,24,63,2127
1988,M,21,84,2128
1992,M,26,100,2129
1965,M,26,60,2130
1970,M,19,100,2131
1985,M,21,66,2132
1952,M,24,72,2133
1974,F,23,75,2134
1996,M,24,80,2135
1978,F,18,70,2136
1987,M,21,72,2137
1982,F,24,40,2138
1972,M,21,70,2139
1979,M,24,75,2140
1992,M,22,97,2141
1955,M,22,68,2142
1984,F,19,88,2143
1992,M,23,88,2144
1944,F,31,90,2145
1980,F,20,72,2146
1985,F,21,74,2147
1982,F,16,93,2148
1987,F,22,83,2149
1984,F,24,60,2150
1987,F,16,55,2151
1975,M,16,80,2152
1993,F,22,84,2153
1968,F,16,65,2154
2000,M,20,84,2155
1971,M,20,72,2156
1982,M,16,83,2157
1972,F,25,62,2158
1988,F,18,82,2159
1971,F,23,72,2160
1958,F,16,67,2161
1985,F,27,100,2162
1982,M,20,67,2163
1999,F,23,64,2164
1977,F,21,80,2165
1971,M,17,76,2166
1993,M,24,92,2167
1974,F,24,64,2168
1991,M,21,38,2169
1952,M,24,59,2170
1996,F,28,93,2171
1987,F,35,84,2172
1996,M,17,65,2173
1985,F,19,94,2174
1975,F,24,64,2175
1965,F,19,87,2176
1963,M,24,78,2177
1998,F,29,97,2178
1977,M,18,100,2179
1981,F,16,82,2180
1975,F,20,48,2181
1989,M,16,70,2182
1970,M,26,100,2183
1984,M,22,93,2184
1975,M,19,79,2185
1982,F,22,73,2186
1978,F,22,72,2187
1988,M,20,72,2188
1983,F,27,64,2189
1985,F,18,69,2190
1970,M,23,59,2191
1949,M,21,42,2192
1961,F,22,90,2193
1983,F,17,62,2194
1982,M,29,73,2195
1965,F,28,80,2196
1970,F,26,100,2197
1982,M,19,77,2198
1968,M,23,52,2199
1982,F,17,78,2200
2000,M,22,70,2201
1984,M,21,41,2202
1976,F,23,74,2203
1982,M,24,79,2204
1964,F,26,62,2205
1970,M,16,98,2206
1981,M,24,82,2207
1976,M,20,88,2208
1977,M,22,63,2209
1953,F,21,77,2210
1985,F,19,64,2211
1990,F,16,57,2212
1976,F,18,81,2213
1980,F,20,91,2214
1977,F,21,86,2215
1978,F,23,72,2216
1975,M,19,76,2217
1986,F,21,100,2218
1992,M,25,56,2219
1970,F,21,46,2220
1972,F,25,84,2221
1972,F,16,80,2222
1993,F,18,79,2223
1995,F,25,69,2224
1990,M,19,75,2225
1985,M,19,83,2226
1977,F,24,82,2227
1970,F,28,86,2228
1963,M,16,67,2229
1976,M,23,92,2230
2000,F,22,80,2231
1973,F,21,85,2232
1996,M,29,100,2233
1975,M,23,55,2234
1996,F,22,38,2235
1998,F,19,68,2236
1914,F,24,85,2237
1995,F,25,73,2238
1999,F,23,87,2239
1981,F,21,94,2240
2000,F,19,77,2241
1979,F,20,84,2242
1979,F,24,43,2243
1967,F,24,84,2244
1984,F,21,90,2245
1978,M,17,80,2246
1992,M,17,86,2247
1989,M,21,65,2248
1979,M,18,71,2249
1979,M,17,96,2250
1983,F,20,64,2251
1958,M,21,88,2252
1963,M,20,83,2253
1975,M,27,92,2254
1997,F,27,100,2255
1990,M,20,77,2256
1958,F,21,57,2257
1963,F,23,76,2258
1992,F,27,97,2259
1993,F,16,45,2260
1980,F,24,66,2261
1984,M,24,82,2262
1983,M,23,74,2263
1977,M,23,89,2264
1978,F,22,62,2265
2001,M,21,81,2266
1977,F,25,64,2267
1984,M,23,87,2268
1991,M,20,56,2269
1979,M,22,59,2270
1987,M,24,100,2271
1996,F,18,73,2272
1983,M,16,58,2273
1987,F,23,73,2274
1957,M,26,93,2275
1960,F,21,100,2276
1995,M,29,58,2277
1980,M,27,92,2278
1987,F,26,77,2279
1966,F,20,92,2280
1979,M,25,93,2281
1978,M,22,66,2282
1982,M,28,90,2283
1988,F,20,80,2284
1989,M,26,100,2285
1980,M,21,46,2286
1980,F,23,78,2287
1993,M,24,69,2288
2001,F,22,52,2289
1981,F,25,93,2290
1965,M,18,69,2291
1986,M,31,84,2292
1983,F,23,80,2293
1974,F,16,72,2294
1982,F,25,85,2295
1979,M,22,80,2296
1991,M,26,100,2297
1949,F,19,82,2298
1987,M,24,78,2299
1987,F,22,43,2300
1958,M,29,87,2301
1966,M,18,84,2302
1972,M,26,92,2303
1981,M,16,87,2304
1964,M,28,77,2305
1964,M,25,85,2306
1982,M,20,88,2307
1958,M,24,91,2308
1985,M,22,73,2309
1971,M,16,75,2310
1967,M,20,67,2311
1983,M,19,84,2312
1965,M,23,73,2313
1979,F,20,71,2314
1980,M,19,89,2315
1987,F,18,78,2316
1996,F,16,86,2317
1978,M,16,83,2318
1992,F,24,80,2319
1984,F,25,78,2320
1991,F,20,38,2321
1970,M,21,71,2322
1979,F,26,41,2323
1964,M,18,87,2324
1986,F,21,27,2325
1983,F,21,54,2326
1979,F,26,58,2327
1978,F,18,68,2328
1996,M,26,85,2329
1953,M,26,85,2330
1987,F,21,62,2331
1986,M,25,47,2332
1964,F,23,75,2333
1971,M,22,83,2334
1978,F,21,78,2335
1990,M,23,66,2336
1980,F,25,63,2337
1985,F,20,95,2338
1973,M,25,47,2339
1982,F,16,72,2340
1962,M,24,95,2341
2005,M,18,96,2342
1981,M,19,77,2343
1977,M,21,72,2344
1976,F,21,36,2345
1985,F,21,97,2346
1968,F,24,63,2347
1991,M,24,88,2348
2000,F,23,89,2349
1981,M,20,87,2350
1974,M,20,83,2351
1984,M,24,53,2352
1979,F,25,94,2353
1987,F,23,82,2354
1974,M,26,95,2355
1995,F,29,76,2356
1999,F,24,91,2357
1987,F,24,77,2358
1982,F,23,53,2359
1970,M,19,94,2360
1994,M,25,62,2361
1984,F,21,94,2362
1967,F,22,83,2363
1979,M,21,78,2364
1995,F,22,64,2365
1988,F,16,66,2366
1979,M,26,78,2367
1983,M,21,75,2368
1989,F,21,66,2369
1981,M,22,68,2370
1976,M,18,67,2371
1970,F,23,83,2372
1996,F,21,72,2373
1976,M,25,79,2374
1984,F,27,83,2375
1987,F,19,89,2376
1980,F,19,100,2377
1990,M,23,62,2378
2006,M,16,65,2379
1991,F,19,68,2380
1967,M,22,85,2381
1979,F,23,62,2382
1983,F,25,80,2383
1974,M,23,71,2384
1994,M,21,67,2385
1978,M,29,74,2386
1978,M,24,56,2387
1968,F,16,100,2388
1981,F,20,94,2389
1979,M,21,73,2390
1996,F,21,57,2391
1965,M,23,53,2392
1979,M,23,79,2393
1976,F,23,78,2394
1960,M,26,75,2395
1997,F,25,74,2396
1984,M,24,58,2397
1993,M,27,89,2398
1976,M,23,55,2399
1995,M,19,82,2400
1978,M,23,61,2401
1985,F,19,100,2402
1974,M,23,78,2403
1988,M,24,86,2404
1972,M,24,74,2405
1994,M,19,63,2406
1985,M,17,100,2407
1996,F,21,86,2408
1984,F,19,82,2409
