subrogation,claim_number,year_of_born,gender,email_or_tel_available,safety_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,vehicle_made_year,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,age_of_DL,accident_type,in_network_bodyshop,vehicle_mileage
0,4251697,1992,M,1,65,59372,1,1,Rent,80101,4/14/2016,Sunday,Unknown,4,Y,57,Broker,1,1494.46,2024,Medium,21147.06918,gray,26948.81627,21,single_car,yes,152523
0,9230743,1988,M,1,54,41272,1,0,Rent,80019,6/16/2015,Sunday,Unknown,0,Y,47,Broker,1,1360.69,2025,Large,46294.23302,white,17434.88784,25,multi_vehicle_clear,no,64856
0,4721191,1991,F,1,100,72613,1,1,Own,80027,6/22/2015,Sunday,Unknown,0,N,33,Broker,0,253.78,2022,Large,15000,silver,27460.45179,21,multi_vehicle_clear,no,28617
0,4249334,1997,M,1,100,37969,1,0,Rent,85071,2/2/2016,Saturday,Parking Area,0,Y,38,Broker,1,1203.35,2019,Large,15000,white,28556.4887,16,single_car,no,119651
0,4578020,1971,F,0,86,38129,1,1,Own,20151,9/13/2015,Thursday,Highway/Intersection,0,Y,58,Phone,0,2690.76,2022,Large,15000,white,54867.18998,25,multi_vehicle_unclear,yes,89717
0,6559943,1977,F,1,79,61656,0,1,Rent,20153,4/16/2016,Tuesday,Local,21,Y,43,Online,1,5613.62,2026,Compact,15000,white,15081.88647,27,single_car,no,83412
1,3980914,1996,F,0,57,66331,0,1,Own,20109,3/26/2016,Saturday,Parking Area,0,Y,41,Broker,1,2702.23,2026,Compact,35067.39625,silver,35421.87928,23,multi_vehicle_clear,yes,50544
1,4510229,1979,M,1,98,48116,0,1,Rent,50041,10/13/2016,Monday,Parking Area,0,N,28,Online,1,249.31,2024,Medium,27231.25559,silver,49371.03779,18,multi_vehicle_unclear,no,100734
1,5740710,1979,M,1,60,82253,1,1,Own,80103,3/9/2015,Monday,Highway/Intersection,6,Y,26,Broker,1,4084.53,2025,Large,45295.70771,blue,26041.2524,24,single_car,yes,102445
0,2337739,1984,M,1,73,107701,1,0,Rent,50049,7/20/2016,Monday,Highway/Intersection,5,N,53,Online,0,677.29,2022,Compact,15000,black,16215.00534,25,multi_vehicle_clear,yes,125089
1,3634304,1973,M,1,88,30015,0,0,Rent,80025,2/13/2015,Monday,Local,0,Y,40,Broker,0,1456.97,2026,Large,73951.39705,red,45311.1722,26,multi_vehicle_unclear,yes,34617
0,5267932,1967,M,0,70,30015,0,0,Rent,80109,9/25/2016,Monday,Parking Area,0,N,44,Phone,1,5201.31,2024,Large,15000,gray,11592.60232,24,multi_vehicle_unclear,yes,99143
0,3741441,1967,F,0,57,93101,1,0,Own,50011,12/1/2016,Thursday,Highway/Intersection,1,Y,21,Phone,0,6225.38,2003,Large,15000,black,30752.43837,16,multi_vehicle_unclear,yes,98871
0,9388118,1999,F,1,70,124993,1,1,Own,85041,1/23/2015,Saturday,Highway/Intersection,16,N,35,Broker,1,1908.02,2015,Large,15000,blue,22815.92874,23,multi_vehicle_clear,yes,129535
1,1403238,1961,M,1,84,30015,0,0,Rent,50011,9/17/2015,Tuesday,Parking Area,5,N,22,Broker,1,3921.48,2026,Compact,15000,black,17633.95295,27,multi_vehicle_clear,yes,59743
0,3153921,1994,M,0,71,30015,0,1,Own,20143,9/17/2015,Wednesday,Highway/Intersection,1,Y,45,Online,1,9225.55,2022,Compact,40191.81049,gray,63887.1187,21,multi_vehicle_clear,yes,101408
0,8945742,1955,F,0,43,30015,1,0,Rent,85038,12/11/2015,Tuesday,Unknown,0,N,31,Phone,1,630.63,2016,Compact,17273.92159,white,11787.1391,22,multi_vehicle_unclear,yes,86456
1,5285072,1963,F,0,67,67495,0,1,Rent,15047,9/28/2015,Tuesday,Highway/Intersection,0,N,21,Broker,1,4934.17,2023,Large,15000,black,33276.1974,28,multi_vehicle_unclear,no,73001
1,9629729,1999,F,0,96,30015,0,1,Own,50009,10/16/2015,Sunday,Parking Area,4,Y,47,Online,1,2321.02,2025,Medium,15000,black,15424.47649,19,single_car,yes,115974
1,8404308,1994,F,0,66,41978,1,1,Own,15042,6/30/2015,Monday,Parking Area,16,N,42,Broker,1,5465.16,2025,Medium,15000,blue,48499.92016,23,multi_vehicle_unclear,no,102495
0,3474797,1978,M,1,83,34161,1,1,Rent,85029,3/1/2016,Friday,Unknown,0,Y,33,Online,0,3974.47,2022,Compact,15000,white,22809.09506,24,multi_vehicle_unclear,no,38660
0,5421543,1995,M,0,37,49748,0,1,Own,85040,6/28/2015,Saturday,Unknown,6,Y,53,Broker,0,7389.87,2012,Medium,41125.31897,blue,18023.11491,25,single_car,yes,87292
0,1649303,1977,F,1,89,32455,1,1,Own,50039,3/8/2016,Tuesday,Parking Area,8,N,46,Phone,0,1122.41,2024,Compact,15000,black,28183.2351,29,multi_vehicle_clear,yes,21640
0,7134385,1978,M,1,100,32111,1,1,Rent,15001,5/13/2015,Friday,Highway/Intersection,1,Y,38,Phone,1,9982.59,2027,Large,15000,white,26353.985,18,multi_vehicle_clear,no,48348
0,5649506,1976,F,1,88,71191,0,1,Rent,20156,4/19/2015,Saturday,Local,4,N,45,Broker,0,1683.47,2009,Medium,15000,other,17385.7896,22,multi_vehicle_unclear,no,71876
0,2572363,1979,F,1,67,39450,1,1,Own,20132,3/7/2015,Wednesday,Parking Area,0,N,38,Broker,0,1802.68,2024,Compact,27964.62089,black,48922.28481,19,single_car,no,50181
1,1279951,1956,F,1,74,53716,1,1,Own,80014,10/2/2015,Wednesday,Local,0,N,35,Broker,1,2868.07,2018,Large,57971.68994,blue,12436.59079,23,multi_vehicle_unclear,yes,36585
0,5978263,1973,F,1,87,59012,1,0,Own,50055,12/1/2016,Thursday,Local,0,N,49,Online,0,1032.31,2024,Medium,60870.7866,gray,17048.20023,16,single_car,yes,81332
0,9749527,1957,F,1,80,92059,1,1,Own,80036,11/26/2015,Friday,Highway/Intersection,0,N,42,Phone,0,1678.59,2021,Large,17356.81152,gray,12153.94623,21,multi_vehicle_unclear,yes,90652
0,4273778,1985,F,1,79,44436,1,0,Rent,50047,8/21/2015,Saturday,Highway/Intersection,0,N,44,Broker,0,5696.38,2024,Large,15000,blue,37310.96901,22,multi_vehicle_unclear,no,122915
1,3105504,1998,F,0,83,31033,1,0,Own,20135,3/19/2015,Wednesday,Highway/Intersection,12,N,33,Phone,1,1774.55,2022,Compact,15000,other,13017.98684,18,multi_vehicle_clear,yes,55202
1,5745501,1983,M,0,63,33689,0,1,Rent,15017,2/2/2016,Monday,Unknown,0,N,44,Broker,1,2094.33,2016,Compact,15000,other,41408.33325,23,multi_vehicle_unclear,yes,152440
0,6377662,1989,M,1,80,83059,1,0,Own,15022,6/16/2016,Saturday,Highway/Intersection,0,N,62,Broker,1,2939.05,2024,Compact,57929.88508,other,22483.43291,16,single_car,yes,100575
0,4408140,1985,M,1,72,86711,0,1,Own,80026,12/27/2016,Friday,Unknown,2,Y,40,Phone,0,7788.2,2016,Compact,40955.29579,black,12498.28424,20,multi_vehicle_clear,no,129452
0,5242867,1992,F,1,80,38031,1,0,Own,85071,4/29/2015,Wednesday,Local,0,N,45,Phone,1,1680.09,2025,Compact,28294.09882,red,35802.01537,17,single_car,no,69687
0,8106416,1983,F,1,100,62717,1,1,Own,50039,11/5/2016,Sunday,Local,0,Y,52,Online,0,906.97,2024,Medium,15000,gray,28941.60199,22,multi_vehicle_clear,yes,60720
0,6011757,1988,F,1,48,30015,1,0,Own,50055,8/15/2015,Saturday,Unknown,5,N,32,Broker,1,3473.22,2025,Medium,46239.05546,white,25083.54575,17,multi_vehicle_clear,yes,60012
0,8293047,1971,F,0,68,87565,0,1,Own,20136,5/26/2016,Thursday,Highway/Intersection,0,N,36,Phone,1,1846.67,2020,Large,66301.30582,red,20242.78768,27,multi_vehicle_clear,yes,113148
0,3974159,1993,M,1,90,33856,0,1,Rent,20117,10/11/2016,Tuesday,Local,0,N,50,Broker,0,11078.17,2022,Medium,69418.01753,gray,24205.84434,26,multi_vehicle_clear,yes,66080
0,5095087,1972,M,1,95,57865,1,1,Rent,20104,5/25/2016,Monday,Local,0,N,26,Broker,1,1756.95,2015,Compact,15000,blue,36558.57296,25,multi_vehicle_unclear,no,104648
1,4177462,1964,F,1,73,36975,0,1,Own,20112,4/4/2015,Thursday,Highway/Intersection,0,Y,28,Broker,1,5226.51,2010,Compact,21796.25304,white,17992.73529,21,multi_vehicle_unclear,no,77291
0,5663292,1985,F,1,72,65581,0,1,Rent,80002,3/27/2015,Sunday,Highway/Intersection,12,N,45,Phone,0,3197.49,2025,Medium,15000,silver,18586.50788,16,multi_vehicle_clear,no,114716
0,1606807,1950,F,1,87,44753,1,0,Own,15012,9/2/2015,Monday,Local,0,Y,39,Broker,1,4648.18,2024,Large,119459.6294,other,28599.2894,21,multi_vehicle_unclear,no,96453
0,7566702,1996,F,0,73,119881,1,1,Own,50054,10/7/2015,Monday,Local,0,Y,48,Phone,0,2480.89,2027,Large,15000,red,31823.24747,19,single_car,yes,36930
0,8490424,1969,M,1,100,57583,1,0,Own,15024,2/12/2016,Friday,Highway/Intersection,0,N,24,Phone,0,2386.04,2022,Large,25657.13136,black,18019.2906,17,multi_vehicle_unclear,yes,80498
0,5457145,1985,M,1,61,49793,1,1,Own,20112,4/20/2016,Sunday,Highway/Intersection,0,Y,48,Broker,1,610.17,2027,Medium,30371.04539,other,45896.92677,23,single_car,yes,91317
1,8777213,1969,M,0,72,51683,1,1,Rent,85019,12/6/2016,Tuesday,Local,0,N,43,Broker,1,3865.09,2027,Medium,15000,gray,31387.52452,26,single_car,yes,49620
0,3261365,1972,F,0,88,56394,1,1,Own,85050,1/31/2015,Thursday,Parking Area,6,N,41,Online,0,672.16,2026,Large,92557.99166,black,15283.92611,25,multi_vehicle_unclear,yes,60790
0,3097259,1991,M,1,89,30015,1,0,Rent,15012,1/27/2015,Saturday,Parking Area,0,Y,44,Online,0,609.18,2008,Medium,45295.93846,black,45442.53846,16,single_car,no,59237
0,8336945,1978,M,1,94,68984,0,0,Rent,80022,7/14/2015,Tuesday,Highway/Intersection,0,N,22,Online,1,2758.33,2026,Compact,28075.1989,silver,21443.38611,24,multi_vehicle_clear,yes,72829
0,9010037,1979,M,1,77,32652,1,0,Own,20113,9/28/2015,Friday,Parking Area,0,N,34,Broker,0,3018.88,2026,Large,15000,other,31163.24694,23,multi_vehicle_clear,yes,99933
0,3372360,1986,M,1,50,77302,0,1,Rent,20102,9/15/2016,Monday,Unknown,0,N,49,Phone,0,2743.95,2025,Compact,15000,silver,14757.81444,16,multi_vehicle_unclear,yes,99929
0,4018709,1967,M,1,62,82887,1,1,Own,80102,7/30/2016,Monday,Local,1,N,31,Broker,0,686.92,2022,Compact,26586.98481,black,29224.12651,28,multi_vehicle_unclear,yes,106129
0,7926071,1955,M,0,90,30015,1,1,Rent,15057,7/15/2015,Monday,Unknown,0,Y,33,Online,0,3805.83,2023,Medium,21464.7123,gray,11142.52337,21,multi_vehicle_unclear,yes,77303
1,8258414,1971,F,1,56,32528,1,1,Own,50048,1/18/2016,Tuesday,Highway/Intersection,0,Y,34,Broker,1,5953.58,2027,Medium,30521.43219,red,10461.55377,18,multi_vehicle_clear,yes,78045
0,9602487,1998,M,1,67,30015,0,1,Own,15001,9/20/2015,Thursday,Parking Area,2,Y,56,Broker,1,4678.41,2022,Large,38436.91693,blue,42213.98056,25,multi_vehicle_unclear,no,90709
0,9019336,1992,F,1,93,83944,1,0,Rent,80007,6/22/2016,Friday,Highway/Intersection,1,N,43,Broker,1,7049.69,2027,Compact,68660.5843,blue,23564.22357,21,single_car,yes,70223
0,6796868,1995,M,0,66,76089,0,1,Rent,85008,5/3/2015,Tuesday,Local,6,N,40,Online,0,2223.16,2023,Compact,15000,other,22432.04632,16,multi_vehicle_unclear,yes,93031
1,4054615,1972,M,1,83,58831,1,0,Own,15022,5/15/2016,Sunday,Local,6,N,38,Broker,0,390.71,2022,Large,21528.59117,black,20829.28856,27,multi_vehicle_unclear,yes,27693
0,4102306,1991,M,1,73,30015,0,0,Own,15022,5/23/2015,Monday,Unknown,0,Y,38,Online,1,3046.22,2023,Medium,95650.09153,gray,23306.99497,23,multi_vehicle_clear,yes,89878
1,3035503,1990,F,0,88,124993,0,1,Rent,20144,7/18/2015,Thursday,Parking Area,0,N,48,Broker,1,695.89,2025,Large,15000,other,37586.18381,24,single_car,yes,123466
0,6731385,1985,M,1,65,30015,1,1,Own,80017,5/10/2016,Saturday,Local,6,N,40,Broker,0,3066.71,2022,Medium,22659.5632,red,13506.32328,21,multi_vehicle_clear,yes,141531
1,6826001,1987,F,0,56,32194,0,1,Own,20105,9/19/2015,Sunday,Parking Area,0,N,21,Broker,1,3918.79,2020,Compact,40468.61206,other,30365.16541,21,multi_vehicle_unclear,yes,84274
0,5340373,1982,F,1,66,48057,1,1,Rent,15017,11/2/2015,Sunday,Unknown,0,N,60,Phone,0,5681.44,2024,Compact,15194.19446,black,7533.201103,19,multi_vehicle_clear,yes,97864
0,1107209,1984,F,1,58,50896,1,1,Own,85062,9/25/2016,Sunday,Unknown,0,Y,48,Broker,1,544.12,2022,Medium,15000,blue,19720.89572,21,multi_vehicle_clear,no,73946
0,8248010,1970,M,1,71,67523,1,0,Own,80013,4/19/2016,Tuesday,Local,0,N,51,Broker,1,2663.93,2025,Medium,37429.255,blue,11500.04861,23,multi_vehicle_clear,yes,90635
1,7707311,1984,M,1,63,30015,0,0,Own,85038,12/16/2015,Friday,Local,0,N,35,Broker,0,1352.12,2027,Compact,15000,red,7551.41914,23,single_car,yes,109600
0,9216362,1984,M,1,88,30015,0,1,Own,80016,9/15/2015,Sunday,Unknown,0,N,45,Phone,0,4379.29,2018,Medium,21255.31309,gray,31252.29201,19,multi_vehicle_unclear,no,113687
0,9193860,1989,F,1,88,38949,1,1,Own,85046,2/3/2015,Thursday,Parking Area,0,N,23,Broker,0,1837.48,2024,Compact,15000,blue,40219.43535,18,multi_vehicle_clear,no,74211
0,2855658,1969,M,0,85,87775,1,0,Rent,50048,5/5/2015,Friday,Unknown,12,N,33,Broker,1,5059.97,2024,Large,41091.62439,other,6361.353243,21,multi_vehicle_clear,yes,96642
0,9720525,1976,M,1,87,47660,1,0,Rent,15034,10/3/2016,Tuesday,Unknown,0,N,24,Phone,0,1432.98,2022,Medium,63691.18226,other,38886.44078,19,single_car,yes,65501
1,9723436,1989,F,1,56,43622,0,0,Rent,15005,12/28/2015,Saturday,Highway/Intersection,0,N,33,Phone,1,1984.76,2022,Compact,96659.35307,black,17655.89772,19,multi_vehicle_clear,yes,108114
0,9404973,1983,F,1,100,56774,1,1,Own,50048,11/28/2016,Sunday,Highway/Intersection,0,Y,35,Broker,0,1388.22,2022,Large,15000,other,14179.2579,25,multi_vehicle_unclear,yes,62687
0,2533157,1973,F,1,56,30015,1,1,Own,85076,8/4/2015,Sunday,Unknown,0,N,37,Phone,1,973.01,2022,Medium,15000,blue,24654.32878,19,multi_vehicle_unclear,yes,13690
1,8142125,1964,M,0,84,30015,0,0,Rent,15009,8/7/2016,Saturday,Highway/Intersection,0,Y,37,Phone,1,3525.51,2023,Compact,26418.64488,blue,17305.56908,26,multi_vehicle_unclear,yes,64379
1,8665792,1974,F,0,76,51948,0,1,Own,20109,7/29/2015,Monday,Parking Area,0,Y,23,Broker,0,7515.93,2027,Medium,72152.39609,black,21836.80469,20,multi_vehicle_clear,yes,66661
1,3263877,2005,F,1,45,30015,1,0,Rent,20134,11/9/2015,Thursday,Parking Area,1,Y,26,Broker,1,6624.25,2022,Large,15000,blue,20214.10678,24,multi_vehicle_unclear,no,17621
1,5948636,1985,F,1,57,42529,1,1,Rent,20163,11/26/2016,Thursday,Local,3,N,21,Broker,0,5893.5,2027,Compact,77225.17193,red,30645.76413,29,multi_vehicle_clear,no,65738
0,3925883,1979,M,0,52,30015,1,0,Rent,20158,12/2/2016,Monday,Parking Area,5,N,33,Phone,0,1843.95,2027,Compact,15000,silver,13461.2378,23,multi_vehicle_clear,yes,84746
0,6627868,1988,M,1,100,43061,1,1,Rent,20152,11/9/2015,Monday,Local,0,N,35,Broker,1,3439.24,2027,Large,15000,blue,9946.807808,25,multi_vehicle_unclear,yes,55686
0,9304707,1981,F,1,53,51875,0,0,Rent,20109,9/9/2015,Wednesday,Highway/Intersection,6,Y,41,Online,0,5224.26,2025,Compact,19303.24166,blue,26830.31174,20,multi_vehicle_unclear,yes,100000
0,7807613,1991,F,1,71,51182,0,1,Rent,50052,8/2/2015,Sunday,Local,3,N,39,Phone,1,565.8,2020,Compact,31597.23139,other,9314.472835,22,multi_vehicle_clear,yes,75445
0,6876171,1994,M,1,80,120298,1,0,Rent,50009,1/19/2015,Sunday,Highway/Intersection,8,Y,46,Phone,1,5889.31,2026,Compact,15000,other,14979.43119,23,multi_vehicle_unclear,no,116669
0,7970352,1961,M,0,69,30015,0,0,Rent,80024,8/16/2016,Tuesday,Local,0,N,55,Broker,1,1013.91,2027,Medium,15000,red,26149.48866,23,single_car,yes,75010
0,8430972,1959,M,1,91,30015,1,0,Own,20151,2/7/2015,Monday,Local,0,N,22,Online,1,702.92,2026,Compact,28141.23703,other,24187.58005,21,single_car,yes,31519
0,2576468,1981,M,0,100,59702,1,1,Own,20103,5/6/2015,Thursday,Highway/Intersection,8,N,34,Broker,1,3760.41,2023,Compact,15000,silver,27176.82402,22,multi_vehicle_clear,yes,83979
1,8652940,1995,F,1,100,49620,0,1,Rent,85062,7/10/2015,Sunday,Unknown,0,Y,50,Online,0,5926.72,2027,Large,15000,other,39897.91642,24,multi_vehicle_clear,no,57707
0,4875524,1976,M,1,54,73512,0,1,Rent,50052,8/29/2016,Sunday,Local,17,Y,51,Broker,1,2628.03,2024,Medium,15000,blue,27130.06729,17,single_car,no,98979
1,5233692,1986,M,1,89,46401,1,0,Own,15009,1/14/2016,Friday,Local,0,N,20,Broker,1,240.03,2026,Medium,18489.64646,gray,38330.05473,21,multi_vehicle_clear,no,96519
0,1039038,1983,F,1,72,31549,0,0,Rent,85027,6/1/2015,Wednesday,Unknown,0,Y,55,Broker,1,1079.93,2023,Medium,15000,silver,15258.95169,26,multi_vehicle_clear,yes,80624
0,8740554,1977,F,0,100,77315,0,0,Rent,50043,4/7/2016,Thursday,Local,7,N,34,Broker,1,2106.23,2022,Large,34329.36056,black,12311.61822,21,multi_vehicle_unclear,no,65786
0,5293158,1977,M,1,85,35275,0,1,Rent,20103,5/8/2015,Saturday,Highway/Intersection,5,Y,42,Broker,1,2508.08,2022,Large,15000,silver,29397.37411,22,multi_vehicle_clear,yes,73409
1,7354774,1990,M,1,90,51556,1,1,Own,20146,8/6/2015,Sunday,Local,8,N,50,Online,0,3110.3,2025,Medium,15000,gray,8775.422679,24,multi_vehicle_unclear,yes,86190
0,7107486,1983,F,1,66,39320,1,0,Own,80015,5/27/2015,Monday,Local,0,N,42,Broker,1,2215.78,2023,Large,15000,blue,17441.16838,24,multi_vehicle_clear,yes,62230
0,8959802,1985,F,1,83,124993,1,0,Rent,15047,10/16/2015,Tuesday,Parking Area,3,Y,59,Broker,1,1933.23,2027,Compact,43506.18704,red,26574.43254,24,multi_vehicle_unclear,yes,70138
1,3604515,1973,F,1,56,50462,0,1,Own,15007,12/17/2015,Tuesday,Parking Area,2,N,32,Broker,0,300.72,2026,Large,34292.85539,blue,49564.51313,21,multi_vehicle_unclear,yes,64849
1,8662674,1988,M,1,78,42119,0,1,Own,80022,2/11/2016,Sunday,Unknown,15,N,39,Online,1,509.79,2024,Medium,26409.61112,white,33847.4709,19,multi_vehicle_clear,no,27973
0,4955151,1979,F,1,86,43349,1,0,Rent,20152,1/8/2016,Tuesday,Unknown,0,Y,30,Broker,0,542.16,2021,Compact,15000,white,13743.2261,23,multi_vehicle_unclear,yes,120594
0,5608247,1978,F,0,87,52949,0,1,Rent,15012,10/18/2015,Friday,Highway/Intersection,0,N,59,Phone,1,1891.81,2017,Large,44249.15193,other,9217.553029,25,multi_vehicle_clear,yes,73609
0,4413137,1982,F,0,96,30015,1,1,Rent,80101,1/31/2016,Saturday,Unknown,5,N,34,Phone,1,3279.49,2023,Compact,56563.26326,blue,28206.34978,29,multi_vehicle_unclear,yes,88108
1,4510217,1982,F,1,82,57083,1,1,Rent,85073,12/21/2016,Saturday,Highway/Intersection,9,Y,31,Broker,0,2835.3,2024,Compact,15000,red,26056.52535,20,multi_vehicle_unclear,no,109914
1,9107045,1972,F,0,83,61269,1,0,Own,85023,11/7/2015,Tuesday,Highway/Intersection,0,Y,44,Phone,1,5103.68,2024,Medium,15000,other,13289.88184,17,multi_vehicle_unclear,yes,78852
0,8212898,1998,M,1,100,34909,1,1,Rent,80038,1/18/2015,Tuesday,Local,0,N,49,Broker,1,3080.39,2015,Compact,15000,other,33138.49715,25,single_car,yes,104971
0,1979203,1969,M,1,77,124993,1,0,Own,50011,12/29/2015,Monday,Highway/Intersection,0,N,47,Broker,1,9576.51,2026,Large,15000,red,30054.14022,22,multi_vehicle_clear,yes,84160
0,6076337,2005,M,1,68,124993,1,0,Own,85077,6/9/2016,Friday,Parking Area,0,N,27,Phone,1,2373.51,2026,Large,15000,other,28225.81739,23,multi_vehicle_unclear,yes,112391
0,8586338,1962,F,1,74,43022,0,1,Rent,15009,5/16/2016,Wednesday,Unknown,0,Y,16,Phone,1,3114.1,2013,Medium,37049.27265,other,28258.64041,27,multi_vehicle_clear,no,108017
0,5246386,1979,M,0,97,30015,1,1,Rent,50025,10/16/2015,Saturday,Local,0,Y,60,Phone,1,1975.59,2014,Compact,17425.90319,blue,18107.68883,24,multi_vehicle_unclear,yes,134724
0,9790355,1983,F,1,69,45914,0,0,Rent,50035,4/4/2015,Tuesday,Parking Area,0,Y,52,Broker,0,4483.94,2025,Large,58040.76355,other,10710.98556,23,single_car,no,83664
1,7691683,1985,M,0,60,88579,0,1,Own,15057,8/5/2016,Tuesday,Highway/Intersection,6,Y,34,Broker,1,1968.51,2023,Medium,52648.48075,gray,25904.11199,23,multi_vehicle_unclear,yes,77110
0,5503331,1999,F,1,71,42125,1,1,Rent,50005,11/17/2015,Tuesday,Parking Area,4,N,44,Broker,1,919.2,2015,Compact,47199.36963,black,5959.717,18,single_car,yes,84926
0,3751958,2000,M,1,70,30015,1,1,Rent,20122,2/24/2015,Tuesday,Highway/Intersection,0,Y,48,Broker,0,5068.39,2027,Medium,15000,silver,10631.66296,20,single_car,yes,69285
1,6976464,1975,M,1,100,117068,0,1,Rent,80002,8/22/2015,Friday,Local,10,N,35,Broker,1,1656.38,2024,Medium,15000,red,31748.44556,22,multi_vehicle_unclear,yes,111684
0,9379580,1977,M,1,81,82519,1,0,Rent,50008,7/10/2016,Thursday,Unknown,2,N,50,Phone,0,1862.41,2027,Compact,33911.09094,white,53437.77701,26,single_car,no,95893
0,2682673,1973,M,1,87,30015,0,1,Rent,15012,4/17/2015,Monday,Parking Area,0,N,30,Broker,1,762.61,2024,Compact,15000,black,24182.99856,26,single_car,no,102557
0,3938604,1982,M,0,59,93286,1,1,Rent,85077,6/25/2015,Saturday,Unknown,0,Y,19,Broker,1,4927.41,2025,Large,15000,blue,21608.80187,21,single_car,yes,111850
0,1645499,1966,F,1,63,44805,1,0,Rent,85050,9/11/2016,Saturday,Parking Area,9,N,36,Broker,1,330.01,2022,Medium,15000,blue,15008.32326,21,multi_vehicle_unclear,yes,51355
0,8356890,1946,F,1,71,30015,1,0,Rent,20155,11/5/2016,Monday,Unknown,5,N,40,Online,1,3596.09,2018,Compact,20065.59348,white,34615.09437,17,multi_vehicle_clear,no,78667
0,5931363,1974,F,1,85,124993,1,1,Rent,50014,1/9/2016,Tuesday,Local,0,N,45,Broker,0,3793.53,2025,Large,15000,silver,20779.33802,21,single_car,yes,66065
1,5080043,1997,F,1,83,98701,1,1,Own,20165,6/16/2015,Monday,Local,3,Y,24,Phone,1,556.67,2025,Large,15000,other,22088.34218,21,multi_vehicle_unclear,no,61268
0,2525361,1989,M,0,71,72934,1,1,Rent,85039,6/11/2016,Monday,Local,4,N,37,Phone,1,2070.84,2025,Compact,45057.67652,black,21042.18765,30,multi_vehicle_clear,yes,131516
0,5498694,1982,F,0,72,75471,1,0,Own,20164,4/11/2015,Monday,Highway/Intersection,0,Y,27,Broker,1,1160.38,2023,Compact,58435.83095,other,20502.67094,18,single_car,yes,71825
0,5370497,1972,F,0,51,54244,1,0,Own,15010,9/25/2016,Friday,Parking Area,0,N,26,Broker,1,544.86,2022,Compact,15000,silver,19341.17766,25,multi_vehicle_clear,yes,132415
0,1046981,1980,M,1,92,38556,0,0,Own,15019,9/26/2015,Saturday,Highway/Intersection,1,Y,49,Broker,1,707.45,2022,Large,15000,gray,13038.95909,24,multi_vehicle_unclear,yes,27082
0,5450897,1994,M,1,53,48014,1,1,Rent,15027,1/12/2015,Tuesday,Parking Area,34,N,58,Broker,0,862.05,2013,Compact,60744.33784,black,12382.77967,20,multi_vehicle_clear,no,70824
1,2835089,1993,F,0,86,64853,1,1,Rent,80046,7/25/2015,Thursday,Local,0,Y,42,Phone,1,3407.63,2025,Compact,15000,red,45548.14662,21,multi_vehicle_unclear,yes,62417
0,4946145,1971,M,1,74,30172,0,0,Own,20148,8/20/2016,Friday,Local,0,N,25,Phone,0,1909.39,2014,Medium,15000,white,28311.40117,22,multi_vehicle_unclear,no,97661
0,2114119,1990,M,1,84,30015,1,1,Own,80003,9/3/2015,Wednesday,Local,6,N,43,Broker,1,804.1,2022,Compact,15000,silver,35937.78748,26,multi_vehicle_unclear,no,40251
0,8417796,1984,F,1,91,56529,1,0,Own,50055,8/23/2016,Saturday,Unknown,0,N,66,Online,1,3725,2025,Large,16787.31106,red,22425.07621,19,multi_vehicle_unclear,no,27297
0,5513601,1982,M,1,68,30015,0,0,Rent,85015,2/28/2016,Friday,Highway/Intersection,0,N,37,Phone,1,1709.26,2025,Large,15000,white,53431.95914,23,single_car,no,38114
0,2828388,1966,F,0,73,30015,1,1,Rent,80016,8/25/2015,Monday,Unknown,0,N,41,Phone,1,7841.46,2024,Large,15014.49058,silver,13399.78415,24,multi_vehicle_clear,yes,67526
0,8974437,1967,F,1,92,30015,1,1,Rent,50054,6/14/2015,Wednesday,Parking Area,0,N,44,Online,1,2745.32,2025,Large,15000,blue,8646.732093,21,multi_vehicle_clear,yes,126131
