year_of_born,gender,age_of_DL,safety_rating,driver_key,claim_number,subrogation,claim_est_payout,liab_prct,claim_date,claim_day_of_week,channel,zip_code,witness_present_ind,policy_report_filed_ind,in_network_bodyshop,accident_key,policyholder_key,vehicle_key
1995,F,24,100,222,8652940,1,5926.72,50,7/10/2015,Sunday,Online,85062,Y,0,no,12.0,210.0,223.0
1976,M,17,54,223,4875524,0,2628.03,51,8/29/2016,Sunday,Broker,50052,Y,1,no,5.0,211.0,224.0
1986,M,21,89,224,5233692,1,240.03,20,1/14/2016,Friday,Broker,15009,N,1,no,8.0,212.0,225.0
1983,F,26,72,225,1039038,0,1079.93,55,6/1/2015,Wednesday,Broker,85027,Y,1,yes,12.0,213.0,226.0
1977,F,21,100,226,8740554,0,2106.23,34,4/7/2016,Thursday,Broker,50043,N,1,no,10.0,214.0,227.0
1977,M,22,85,227,5293158,0,2508.08,42,5/8/2015,Saturday,Broker,20103,Y,1,yes,3.0,215.0,228.0
1990,M,24,90,228,7354774,1,3110.3,50,8/6/2015,Sunday,Online,20146,N,0,yes,10.0,216.0,229.0
1983,F,24,66,229,7107486,0,2215.78,42,5/27/2015,Monday,Broker,80015,N,1,yes,8.0,217.0,230.0
1985,F,24,83,230,8959802,0,1933.23,59,10/16/2015,Tuesday,Broker,15047,Y,1,yes,7.0,218.0,231.0
1973,F,21,56,231,3604515,1,300.72,32,12/17/2015,Tuesday,Broker,15007,N,0,yes,7.0,219.0,232.0
1988,M,19,78,232,8662674,1,509.79,39,2/11/2016,Sunday,Online,80022,N,1,no,12.0,220.0,233.0
1979,F,23,86,233,4955151,0,542.16,30,1/8/2016,Tuesday,Broker,20152,Y,0,yes,2.0,221.0,234.0
1978,F,25,87,234,5608247,0,1891.81,59,10/18/2015,Friday,Phone,15012,N,1,yes,3.0,222.0,235.0
1982,F,29,96,235,4413137,0,3279.49,34,1/31/2016,Saturday,Phone,80101,N,1,yes,2.0,223.0,236.0
1982,F,20,82,236,4510217,1,2835.3,31,12/21/2016,Saturday,Broker,85073,Y,0,no,11.0,224.0,237.0
1972,F,17,83,237,9107045,1,5103.68,44,11/7/2015,Tuesday,Phone,85023,Y,1,yes,11.0,225.0,238.0
1998,M,25,100,238,8212898,0,3080.39,49,1/18/2015,Tuesday,Broker,80038,N,1,yes,5.0,226.0,239.0
1969,M,22,77,239,1979203,0,9576.51,47,12/29/2015,Monday,Broker,50011,N,1,yes,3.0,227.0,240.0
2005,M,23,68,240,6076337,0,2373.51,27,6/9/2016,Friday,Phone,85077,N,1,yes,7.0,227.0,241.0
1962,F,27,74,241,8586338,0,3114.1,16,5/16/2016,Wednesday,Phone,15009,Y,1,no,12.0,228.0,242.0
1979,M,24,97,242,5246386,0,1975.59,60,10/16/2015,Saturday,Phone,50025,Y,1,yes,10.0,183.0,243.0
1983,F,23,69,243,9790355,0,4483.94,52,4/4/2015,Tuesday,Broker,50035,Y,0,no,9.0,229.0,244.0
1985,M,23,60,244,7691683,1,1968.51,34,8/5/2016,Tuesday,Broker,15057,Y,1,yes,11.0,230.0,245.0
1999,F,18,71,245,5503331,0,919.2,44,11/17/2015,Tuesday,Broker,50005,N,1,yes,9.0,231.0,246.0
2000,M,20,70,246,3751958,0,5068.39,48,2/24/2015,Tuesday,Broker,20122,Y,0,yes,6.0,43.0,247.0
1975,M,22,100,247,6976464,1,1656.38,35,8/22/2015,Friday,Broker,80002,N,1,yes,10.0,232.0,248.0
1977,M,26,81,248,9379580,0,1862.41,50,7/10/2016,Thursday,Phone,50008,N,0,no,4.0,233.0,249.0
1973,M,26,87,249,2682673,0,762.61,30,4/17/2015,Monday,Broker,15012,N,1,no,9.0,49.0,250.0
1982,M,21,59,250,3938604,0,4927.41,19,6/25/2015,Saturday,Broker,85077,Y,1,yes,4.0,234.0,251.0
1966,F,21,63,251,1645499,0,330.01,36,9/11/2016,Saturday,Broker,85050,N,1,yes,7.0,235.0,252.0
1946,F,17,71,252,8356890,0,3596.09,40,11/5/2016,Monday,Online,20155,N,1,no,12.0,236.0,253.0
1974,F,21,85,253,5931363,0,3793.53,45,1/9/2016,Tuesday,Broker,50014,N,0,yes,5.0,17.0,254.0
1997,F,21,83,254,5080043,1,556.67,24,6/16/2015,Monday,Phone,20165,Y,1,no,10.0,237.0,255.0
1989,M,30,71,255,2525361,0,2070.84,37,6/11/2016,Monday,Phone,85039,N,1,yes,8.0,238.0,256.0
1982,F,18,72,256,5498694,0,1160.38,27,4/11/2015,Monday,Broker,20164,Y,1,yes,6.0,239.0,257.0
1972,F,25,51,257,5370497,0,544.86,26,9/25/2016,Friday,Broker,15010,N,1,yes,1.0,240.0,258.0
1980,M,24,92,258,1046981,0,707.45,49,9/26/2015,Saturday,Broker,15019,Y,1,yes,11.0,241.0,259.0
1994,M,20,53,259,5450897,0,862.05,58,1/12/2015,Tuesday,Broker,15027,N,0,no,1.0,242.0,260.0
1993,F,21,86,260,2835089,1,3407.63,42,7/25/2015,Thursday,Phone,80046,Y,1,yes,10.0,243.0,261.0
1971,M,22,74,261,4946145,0,1909.39,25,8/20/2016,Friday,Phone,20148,N,0,no,10.0,244.0,262.0
1990,M,26,84,262,2114119,0,804.1,43,9/3/2015,Wednesday,Broker,80003,N,1,no,10.0,191.0,263.0
1984,F,19,91,263,8417796,0,3725.0,66,8/23/2016,Saturday,Online,50055,N,1,no,2.0,245.0,264.0
1982,M,23,68,264,5513601,0,1709.26,37,2/28/2016,Friday,Phone,85015,N,1,no,6.0,141.0,265.0
1966,F,24,73,265,2828388,0,7841.46,41,8/25/2015,Monday,Phone,80016,N,1,yes,12.0,183.0,266.0
1967,F,21,92,266,8974437,0,2745.32,44,6/14/2015,Wednesday,Online,50054,N,1,yes,1.0,43.0,267.0
1975,M,24,74,267,5838721,0,4043.73,28,9/25/2015,Saturday,Broker,15049,N,1,yes,9.0,246.0,268.0
1972,F,26,94,268,7877896,0,2916.28,34,9/26/2015,Friday,Online,85005,Y,1,no,3.0,247.0,269.0
1973,F,24,70,269,2785800,0,3877.23,62,11/24/2016,Friday,Phone,80011,Y,1,yes,7.0,248.0,270.0
1990,M,22,66,270,4936762,0,1535.97,49,8/3/2015,Wednesday,Online,85061,N,1,yes,4.0,249.0,271.0
1991,M,19,90,271,5844898,1,1894.19,29,10/2/2015,Friday,Phone,20124,N,0,yes,11.0,250.0,272.0
1996,M,26,86,272,9276679,0,2359.08,39,4/19/2015,Sunday,Broker,50022,N,1,yes,1.0,251.0,273.0
1994,F,30,89,273,4805475,0,3199.8,42,10/28/2016,Sunday,Broker,85067,N,0,yes,12.0,252.0,274.0
1992,F,20,83,274,6900661,0,2761.73,32,8/13/2015,Friday,Online,20107,N,0,no,1.0,253.0,275.0
1994,F,16,94,275,4259589,0,1103.61,37,1/5/2015,Monday,Phone,50049,N,1,yes,2.0,254.0,276.0
1966,F,19,96,276,3127428,0,5258.82,22,9/27/2016,Saturday,Broker,15049,N,0,yes,6.0,255.0,277.0
2002,M,17,68,277,6494816,0,325.44,30,6/19/2015,Tuesday,Broker,50021,Y,1,yes,5.0,256.0,278.0
1975,M,16,100,278,5525473,1,7715.91,31,5/31/2015,Wednesday,Broker,85021,Y,1,yes,3.0,49.0,279.0
1981,F,22,86,279,8793873,0,1678.86,34,9/22/2015,Sunday,Phone,80031,Y,0,yes,6.0,257.0,280.0
1979,M,19,82,280,9680008,0,1598.87,18,8/20/2015,Thursday,Broker,20131,N,1,yes,3.0,258.0,281.0
1988,M,27,67,281,7275941,0,1904.86,40,3/31/2015,Tuesday,Phone,20152,N,0,no,7.0,259.0,282.0
1993,F,27,53,282,6690704,0,1413.96,40,3/26/2015,Sunday,Broker,50002,Y,1,no,9.0,260.0,283.0
1976,F,26,62,283,1195392,0,3500.89,39,5/23/2015,Thursday,Online,85055,N,1,yes,7.0,87.0,284.0
1970,M,21,76,284,2275669,0,1844.76,45,3/3/2015,Friday,Broker,20104,Y,1,yes,5.0,87.0,285.0
1959,F,16,97,285,7744445,1,6299.18,33,2/27/2015,Thursday,Broker,15046,N,1,yes,10.0,261.0,286.0
1971,M,19,56,286,9095512,0,15351.07,34,10/24/2016,Tuesday,Broker,15007,N,0,yes,6.0,43.0,287.0
1982,M,25,65,287,2262602,0,3293.04,36,2/10/2015,Saturday,Online,50034,N,1,no,12.0,141.0,288.0
1978,M,17,74,288,5291730,0,7485.11,56,8/4/2015,Tuesday,Broker,20104,Y,1,no,6.0,262.0,289.0
1974,F,21,74,289,3820274,0,1999.91,40,2/14/2016,Wednesday,Phone,20135,N,1,yes,7.0,263.0,290.0
1970,M,27,71,290,7411835,0,2034.78,50,6/5/2016,Monday,Phone,85055,Y,0,no,9.0,264.0,291.0
1966,M,25,85,291,8016587,1,2226.23,43,3/30/2016,Saturday,Online,80110,N,0,yes,11.0,265.0,292.0
1995,F,20,77,292,7964375,0,7649.17,41,12/2/2015,Tuesday,Phone,85012,N,0,yes,4.0,266.0,293.0
1996,M,18,85,293,5916802,0,3276.39,53,1/10/2015,Thursday,Phone,15025,N,0,yes,1.0,267.0,294.0
1997,M,21,85,294,7685735,1,2179.62,32,1/5/2016,Sunday,Broker,20141,Y,1,yes,11.0,268.0,295.0
1972,M,25,91,295,7726255,0,2038.89,28,9/15/2016,Sunday,Broker,85077,Y,1,no,12.0,269.0,296.0
1822,M,27,58,296,9293289,0,3186.02,34,4/3/2016,Thursday,Broker,20120,Y,0,no,11.0,270.0,297.0
2001,M,22,52,297,1888832,1,5124.57,42,9/27/2015,Saturday,Phone,85026,N,1,yes,11.0,44.0,298.0
1967,M,23,83,298,3209131,0,1052.21,39,10/19/2015,Wednesday,Broker,80006,N,1,no,8.0,271.0,299.0
1987,M,22,85,299,5323920,0,6053.65,62,3/25/2015,Sunday,Online,50057,Y,0,yes,4.0,272.0,300.0
1981,M,22,95,300,4238968,0,599.78,52,9/22/2016,Tuesday,Phone,50041,Y,1,yes,3.0,273.0,301.0
1979,M,24,76,301,8866969,0,7045.92,39,1/9/2016,Thursday,Phone,50002,N,1,yes,10.0,274.0,302.0
1962,M,26,56,302,3588236,0,2497.9,33,12/7/2016,Thursday,Broker,50001,N,1,yes,5.0,275.0,303.0
1982,F,27,88,303,8340769,0,3025.45,55,9/6/2015,Monday,Phone,15047,Y,1,yes,7.0,276.0,304.0
1998,F,22,56,304,9194365,1,2503.93,24,2/28/2016,Saturday,Broker,50058,Y,0,yes,12.0,277.0,305.0
1971,F,29,98,305,1640652,1,5456.85,38,11/22/2015,Monday,Broker,50023,Y,0,yes,10.0,278.0,306.0
1985,M,24,81,306,2949791,1,2523.6,27,2/17/2016,Saturday,Phone,85020,N,0,no,11.0,279.0,307.0
1975,F,20,74,307,9794742,1,2723.63,47,12/20/2016,Tuesday,Online,80014,Y,1,yes,7.0,280.0,308.0
1970,M,21,85,308,4176148,0,5381.68,44,5/16/2016,Thursday,Phone,20137,N,1,no,9.0,281.0,309.0
1985,M,26,71,309,3624577,0,737.67,52,4/12/2015,Monday,Phone,50054,N,1,yes,2.0,282.0,310.0
1964,M,17,87,310,3353872,0,2369.67,52,5/23/2016,Friday,Broker,15001,Y,1,yes,9.0,178.0,311.0
1975,F,20,79,311,7472856,0,15001.59,37,2/13/2016,Tuesday,Broker,15055,Y,0,yes,12.0,283.0,312.0
1984,M,18,83,312,2548492,0,1102.64,52,11/1/2015,Wednesday,Broker,15020,N,0,no,11.0,284.0,313.0
1984,F,19,85,313,3512893,1,6871.63,29,12/26/2016,Tuesday,Phone,50026,Y,1,yes,11.0,285.0,314.0
1996,F,23,77,314,8050988,0,2198.82,39,3/5/2015,Sunday,Broker,85026,N,0,yes,11.0,286.0,315.0
1976,F,17,62,315,1734180,1,963.47,49,3/4/2016,Friday,Broker,20103,Y,1,yes,11.0,287.0,316.0
1967,M,17,91,316,6869743,0,1859.37,39,12/28/2016,Sunday,Broker,85078,Y,1,yes,7.0,288.0,317.0
1989,M,18,78,317,2103194,0,6348.58,63,6/8/2016,Friday,Broker,15055,Y,1,yes,5.0,289.0,318.0
1976,F,19,65,318,8509363,0,924.42,59,6/22/2016,Monday,Phone,50047,Y,1,yes,1.0,290.0,319.0
1973,F,21,61,319,5960100,0,2475.04,12,2/4/2015,Thursday,Online,85029,N,1,no,6.0,49.0,320.0
1989,F,20,72,320,6925996,0,2961.67,25,8/27/2015,Monday,Broker,85030,N,0,yes,6.0,291.0,321.0
1980,M,19,68,321,3556431,1,3371.71,29,10/18/2015,Sunday,Broker,15005,Y,0,yes,10.0,292.0,322.0
1985,F,24,63,322,6626439,0,2026.26,42,8/5/2015,Wednesday,Broker,15059,N,0,yes,7.0,293.0,323.0
1976,F,24,100,323,6947317,1,5935.98,30,11/26/2016,Friday,Phone,50005,N,1,yes,10.0,294.0,324.0
1986,F,20,80,324,7544061,0,2389.51,28,6/3/2015,Friday,Phone,85042,Y,1,yes,12.0,178.0,325.0
1991,F,29,79,325,3546432,0,1517.91,39,8/13/2015,Sunday,Broker,50052,N,1,yes,8.0,295.0,326.0
1974,F,21,72,326,9570700,0,819.74,45,3/21/2016,Thursday,Broker,85039,Y,1,yes,9.0,296.0,327.0
1994,M,26,75,327,3098397,0,6635.8,44,4/1/2016,Thursday,Broker,15021,N,1,yes,7.0,297.0,328.0
1962,M,29,73,328,8595730,0,1541.99,35,12/2/2015,Tuesday,Phone,85060,N,1,yes,9.0,298.0,329.0
1988,M,18,76,329,2394091,1,6330.71,34,4/29/2015,Wednesday,Broker,15001,Y,1,yes,2.0,74.0,330.0
1997,M,23,100,330,8819708,0,5700.31,23,7/26/2015,Thursday,Online,85018,N,0,yes,6.0,299.0,331.0
2002,F,21,48,331,8376825,0,2516.2,36,2/17/2016,Sunday,Online,50055,N,1,yes,1.0,300.0,332.0
1971,M,22,61,332,5162193,0,944.06,34,11/16/2015,Tuesday,Phone,85067,N,0,yes,5.0,301.0,333.0
1983,M,18,64,333,5175321,1,14984.98,33,11/19/2016,Tuesday,Broker,50001,Y,0,yes,11.0,302.0,334.0
1962,M,24,84,334,2614620,0,3190.35,53,2/13/2015,Monday,Broker,50008,N,1,yes,9.0,303.0,335.0
1983,M,24,72,335,7205066,0,4711.21,32,1/17/2016,Friday,Broker,20120,N,0,yes,11.0,304.0,336.0
1948,M,30,94,336,7137404,0,1150.66,31,2/27/2016,Sunday,Phone,80010,Y,0,no,7.0,305.0,337.0
1968,M,20,57,337,5347139,0,3204.9,43,9/1/2016,Thursday,Broker,15025,N,0,no,6.0,306.0,338.0
1985,M,21,47,338,2922942,0,987.38,36,2/21/2016,Tuesday,Broker,15038,Y,0,yes,7.0,307.0,339.0
1966,M,25,91,339,4341737,0,1293.73,54,10/18/2015,Thursday,Broker,50010,N,0,yes,5.0,308.0,340.0
1987,F,22,96,340,7581600,0,175.55,48,6/18/2016,Monday,Phone,15046,N,1,yes,6.0,309.0,341.0
1993,M,18,75,341,1405708,0,2608.38,46,5/2/2015,Tuesday,Phone,85044,N,0,yes,4.0,310.0,342.0
1988,M,19,63,342,3786769,0,21504.28,53,7/6/2015,Wednesday,Phone,80011,N,0,yes,2.0,311.0,343.0
1977,M,24,93,343,6135613,0,1956.96,42,7/22/2016,Tuesday,Broker,80002,Y,1,yes,4.0,312.0,344.0
1958,F,26,75,344,2186981,1,3127.44,29,8/29/2015,Friday,Phone,85074,N,1,yes,3.0,74.0,345.0
1962,M,28,53,345,4933069,0,3466.3,28,2/29/2016,Saturday,Broker,15010,N,0,yes,12.0,313.0,346.0
1981,M,16,77,346,4978058,0,4625.54,31,5/24/2015,Saturday,Phone,15009,N,1,no,9.0,314.0,347.0
1996,F,26,77,347,6264362,0,2195.46,41,6/30/2015,Tuesday,Phone,15025,Y,0,yes,3.0,315.0,348.0
1985,F,21,64,348,4107909,0,3039.89,32,9/21/2016,Sunday,Broker,15006,Y,1,no,3.0,43.0,349.0
1988,F,16,71,349,6234099,0,1430.88,49,2/6/2016,Thursday,Broker,50046,N,0,no,3.0,316.0,350.0
1982,F,22,87,350,6866270,1,2730.57,21,10/26/2016,Sunday,Broker,15005,Y,1,yes,11.0,317.0,351.0
1981,M,19,83,351,5869398,0,1517.82,39,11/5/2016,Wednesday,Broker,20135,N,0,yes,1.0,318.0,352.0
1988,F,27,63,352,6888036,0,1151.62,44,6/5/2015,Wednesday,Phone,15057,N,0,yes,9.0,319.0,353.0
1992,M,22,89,353,9297307,0,934.5,39,4/24/2016,Thursday,Phone,50025,N,1,yes,4.0,320.0,354.0
1997,F,20,69,354,3578037,1,961.48,37,4/28/2016,Sunday,Broker,15001,Y,0,yes,8.0,191.0,355.0
1960,F,19,71,355,9150282,0,2113.59,44,11/5/2016,Saturday,Broker,50025,Y,1,yes,12.0,321.0,356.0
1989,F,20,78,356,3073225,1,655.97,30,9/14/2016,Tuesday,Broker,80030,N,1,yes,12.0,178.0,357.0
1966,F,24,65,357,1095609,1,12500.69,28,2/19/2015,Wednesday,Broker,50037,N,1,yes,10.0,322.0,358.0
1986,F,20,71,358,8470814,0,1324.63,20,10/19/2015,Sunday,Broker,50055,N,0,yes,11.0,323.0,359.0
1990,M,21,61,359,1899169,0,1866.21,34,2/19/2015,Monday,Broker,85045,N,1,yes,8.0,324.0,360.0
1991,F,26,100,360,3507717,1,559.97,25,5/12/2016,Saturday,Phone,85023,Y,1,yes,10.0,325.0,361.0
1997,M,22,91,361,6433533,0,3149.24,54,1/9/2016,Friday,Broker,20120,N,1,yes,12.0,326.0,362.0
1964,M,30,88,362,9129222,1,499.94,39,3/28/2016,Sunday,Phone,15057,Y,1,yes,11.0,21.0,363.0
1989,F,26,72,363,1019695,0,1530.73,38,8/24/2016,Wednesday,Broker,20159,Y,1,no,10.0,327.0,364.0
1977,F,26,89,364,9989023,0,1173.96,41,7/23/2015,Wednesday,Phone,15022,Y,0,no,3.0,328.0,365.0
1978,M,23,86,365,3313096,0,1554.17,37,8/23/2016,Thursday,Phone,15006,Y,0,no,6.0,329.0,366.0
1987,F,17,45,366,5854820,0,2204.89,30,3/20/2015,Wednesday,Broker,20163,Y,0,yes,12.0,36.0,367.0
1995,F,19,65,367,1770497,0,5923.84,33,4/18/2015,Saturday,Broker,50052,N,1,no,4.0,330.0,368.0
1983,F,25,94,368,4531172,0,1362.52,39,3/4/2016,Wednesday,Broker,15054,Y,1,yes,6.0,331.0,369.0
1985,F,25,58,369,6386813,1,12294.31,37,3/1/2015,Sunday,Broker,80020,Y,1,no,2.0,332.0,370.0
1978,M,28,74,370,2754404,0,3015.29,48,11/14/2015,Saturday,Broker,80042,N,0,yes,9.0,333.0,371.0
1978,M,16,53,371,4065818,0,463.77,24,2/16/2016,Thursday,Phone,50011,N,1,yes,6.0,334.0,372.0
1983,F,21,81,372,9127139,1,14089.2,43,2/1/2016,Wednesday,Phone,85024,N,1,yes,3.0,335.0,373.0
1979,F,22,91,373,2762272,0,1246.4,35,8/3/2015,Tuesday,Broker,20118,N,1,no,12.0,336.0,374.0
1978,F,21,77,374,2362328,1,1658.43,29,7/17/2016,Wednesday,Phone,20109,N,1,yes,10.0,337.0,375.0
1983,M,22,56,375,8744063,0,15654.3,28,6/3/2016,Wednesday,Phone,85067,Y,1,yes,11.0,338.0,376.0
1985,F,27,93,376,6453415,1,1222.89,25,1/12/2016,Saturday,Broker,50052,N,1,yes,3.0,339.0,377.0
1980,F,24,80,377,7922502,0,711.43,25,3/30/2015,Saturday,Broker,50047,N,0,yes,12.0,64.0,378.0
1985,F,24,65,378,7006283,0,403.37,36,2/16/2016,Wednesday,Online,15022,N,0,yes,3.0,340.0,379.0
1971,M,21,75,379,1209550,0,2450.17,35,7/9/2016,Thursday,Broker,80001,N,1,yes,3.0,178.0,380.0
1985,M,19,93,380,1147609,0,21504.28,39,9/29/2016,Sunday,Phone,80023,N,1,yes,10.0,341.0,381.0
1980,F,20,69,381,1738400,0,3124.89,54,3/24/2015,Sunday,Phone,15035,N,0,yes,1.0,342.0,382.0
1974,M,26,83,382,5218797,1,1056.88,27,12/22/2016,Saturday,Broker,15034,N,1,yes,1.0,343.0,383.0
2003,F,17,80,383,9347730,0,7307.2,37,1/16/2016,Sunday,Online,50008,Y,0,yes,3.0,344.0,384.0
1974,M,22,94,384,8226736,0,10615.56,37,7/8/2016,Saturday,Broker,20111,N,1,yes,11.0,345.0,385.0
1980,M,24,60,385,3147437,0,1398.17,35,12/12/2016,Monday,Online,15009,N,1,yes,7.0,346.0,386.0
1988,F,22,93,386,7404540,0,1536.25,32,6/21/2015,Tuesday,Online,80012,N,1,yes,9.0,347.0,387.0
1997,F,23,99,387,2184474,1,4676.64,23,10/16/2016,Thursday,Broker,50025,N,0,no,8.0,43.0,388.0
1993,F,28,90,388,9358265,0,1906.19,55,10/8/2015,Thursday,Online,80001,N,1,yes,3.0,348.0,389.0
1994,F,27,91,389,4349602,1,3854.69,33,6/26/2015,Friday,Broker,85036,N,1,yes,3.0,349.0,390.0
1981,F,16,77,390,3933229,0,1494.46,25,11/15/2015,Sunday,Broker,15010,N,0,no,4.0,350.0,391.0
1989,M,23,88,391,2676098,0,2159.13,48,12/30/2016,Friday,Online,80026,Y,0,yes,9.0,351.0,392.0
1981,F,22,58,392,7452942,0,21504.28,65,6/27/2015,Thursday,Phone,85034,N,0,yes,5.0,108.0,393.0
1978,F,26,78,393,4171285,1,831.51,27,8/28/2016,Sunday,Phone,15025,N,1,no,1.0,352.0,394.0
1988,M,25,80,394,2658237,0,318.72,39,1/24/2016,Thursday,Broker,20140,N,1,yes,6.0,353.0,395.0
1970,F,27,71,395,9693706,0,3240.25,39,10/16/2016,Monday,Phone,85073,N,1,yes,4.0,354.0,396.0
1982,M,23,72,396,4192139,0,2925.3,66,7/10/2015,Wednesday,Broker,20147,N,0,yes,5.0,355.0,397.0
1969,F,16,59,397,6708470,0,2807.83,40,5/19/2016,Wednesday,Phone,85004,Y,1,no,1.0,356.0,398.0
1999,M,22,80,398,8175952,0,1167.25,44,5/28/2016,Wednesday,Broker,20109,N,1,yes,6.0,357.0,399.0
1964,M,19,92,399,4784304,0,1288.09,35,3/3/2015,Wednesday,Phone,20159,Y,0,yes,1.0,358.0,400.0
1987,F,17,61,400,6139675,1,8642.03,33,7/2/2016,Thursday,Broker,15038,N,0,yes,7.0,43.0,401.0
1978,F,22,50,401,7061304,1,8969.73,33,8/15/2016,Monday,Phone,50048,Y,0,no,11.0,359.0,402.0
1974,M,26,70,402,5675240,1,8247.29,28,4/9/2016,Tuesday,Broker,85077,Y,0,yes,10.0,360.0,403.0
1980,F,17,70,403,6809445,1,1177.95,35,10/1/2015,Tuesday,Broker,15046,Y,1,no,8.0,361.0,404.0
1984,M,22,75,404,3743892,1,2493.6,44,6/3/2015,Saturday,Broker,20104,Y,0,yes,11.0,362.0,405.0
1994,F,23,70,405,6199483,1,351.15,26,9/5/2016,Tuesday,Phone,15012,Y,1,yes,1.0,363.0,406.0
1975,F,18,60,406,8585543,0,1480.3,51,2/10/2015,Thursday,Online,85040,N,0,yes,4.0,364.0,407.0
1983,M,27,91,407,4614249,0,2313.26,47,6/20/2015,Thursday,Online,85006,Y,1,yes,5.0,365.0,408.0
1975,F,22,82,408,1449545,0,3679.82,33,2/14/2016,Tuesday,Broker,20160,N,1,no,6.0,366.0,409.0
1974,M,20,73,409,4418448,0,4397.42,34,11/5/2015,Wednesday,Online,20146,Y,0,no,8.0,367.0,410.0
1963,F,27,43,410,4808864,0,5494.76,29,6/30/2015,Wednesday,Phone,15038,N,0,no,1.0,64.0,411.0
1989,M,20,71,411,5521067,0,4850.45,37,11/8/2016,Saturday,Broker,15027,Y,1,yes,4.0,368.0,412.0
2002,F,24,40,412,4180639,0,2689.18,22,2/16/2015,Wednesday,Broker,50022,Y,1,yes,6.0,369.0,413.0
1931,M,20,66,413,9249232,1,577.94,34,1/31/2015,Friday,Online,80011,N,1,yes,8.0,370.0,414.0
1980,M,22,71,414,9447771,1,9597.86,39,1/2/2015,Wednesday,Online,85018,N,1,no,8.0,183.0,415.0
1983,F,18,81,415,4326287,1,8788.6,38,5/22/2016,Friday,Phone,80001,Y,0,yes,10.0,371.0,416.0
1971,M,20,80,416,7066141,0,1819.7,41,10/17/2015,Saturday,Phone,85048,N,0,yes,1.0,372.0,417.0
1973,M,23,79,417,8164778,1,1275.3,37,7/22/2015,Wednesday,Broker,20129,Y,0,yes,7.0,373.0,418.0
1974,F,19,82,418,8222128,0,1108.71,45,3/29/2015,Monday,Online,20136,N,0,yes,8.0,374.0,419.0
1990,M,21,70,419,5276225,0,1782.75,41,1/9/2016,Friday,Broker,50021,N,1,no,1.0,142.0,420.0
1982,F,26,39,420,2153664,0,10083.63,39,11/29/2015,Tuesday,Phone,85034,N,0,no,7.0,375.0,421.0
1982,F,20,88,421,7514967,0,2056.15,44,3/29/2015,Saturday,Phone,85011,N,1,yes,3.0,376.0,422.0
1978,F,23,76,422,8343688,0,449.98,27,4/22/2016,Wednesday,Broker,20151,Y,1,yes,2.0,377.0,423.0
1986,F,21,64,423,6164418,0,3025.47,45,4/26/2016,Tuesday,Broker,85069,Y,1,no,11.0,378.0,424.0
2001,M,24,58,424,4927775,0,1226.77,27,5/16/2015,Sunday,Online,50034,N,0,no,4.0,379.0,425.0
1983,F,22,65,425,2284791,0,3304.77,46,2/1/2015,Wednesday,Broker,85013,N,0,yes,3.0,380.0,426.0
1985,F,21,100,426,5179721,0,2288.89,49,7/11/2015,Thursday,Broker,50001,N,0,yes,7.0,381.0,427.0
1986,M,30,91,427,3033403,0,2118.8,54,1/29/2016,Wednesday,Broker,15009,N,1,no,4.0,382.0,428.0
1985,F,22,100,428,2374202,0,1283.46,34,1/12/2015,Monday,Broker,80015,Y,1,yes,1.0,383.0,429.0
1964,F,26,78,429,3476500,0,648.77,24,12/23/2015,Tuesday,Broker,85044,N,0,yes,12.0,384.0,430.0
1987,M,26,74,430,2137257,0,6949.48,50,1/15/2015,Friday,Broker,20111,Y,1,no,7.0,385.0,431.0
1983,M,21,89,431,3068226,0,11671.81,37,6/20/2015,Friday,Broker,80030,Y,1,yes,12.0,386.0,432.0
1965,M,25,88,432,2981122,0,14612.56,56,7/30/2015,Thursday,Broker,20144,N,0,yes,7.0,387.0,433.0
1984,F,22,76,433,8301890,0,2363.5,31,11/6/2016,Friday,Broker,50023,N,0,yes,5.0,388.0,434.0
1984,F,23,63,434,3134171,0,1896.37,30,6/17/2015,Monday,Phone,85027,N,1,no,9.0,389.0,435.0
1978,F,21,63,435,7665868,0,2105.88,52,10/28/2015,Sunday,Online,20130,N,0,yes,10.0,390.0,436.0
1986,M,20,65,436,3441107,0,10134.51,45,8/22/2015,Wednesday,Broker,50038,Y,1,no,1.0,391.0,437.0
1977,M,27,63,437,8092741,0,4571.09,24,12/4/2015,Thursday,Broker,50028,Y,0,yes,3.0,392.0,438.0
1967,M,16,84,438,2088907,0,1269.6,61,11/16/2016,Friday,Phone,50022,N,0,no,1.0,393.0,439.0
1989,M,25,82,439,9783612,0,7564.26,41,6/17/2015,Tuesday,Phone,85079,Y,1,yes,12.0,185.0,440.0
1962,F,23,83,440,4850268,0,3060.72,47,8/13/2016,Wednesday,Phone,80011,Y,1,no,8.0,394.0,441.0
1965,M,26,95,441,2714872,0,738.87,45,7/6/2016,Saturday,Broker,20152,N,1,no,7.0,395.0,442.0
1994,M,22,92,442,2342785,0,4172.55,24,7/27/2015,Thursday,Phone,15054,N,0,yes,8.0,396.0,443.0
1980,F,28,83,443,2461836,0,2023.0,35,7/19/2016,Saturday,Phone,50038,Y,0,yes,4.0,397.0,444.0
1971,M,22,62,444,9487559,0,2183.32,43,1/9/2016,Wednesday,Broker,15022,Y,1,no,2.0,398.0,445.0
1990,M,17,98,445,2724337,1,802.35,33,8/13/2016,Friday,Phone,15004,N,0,yes,11.0,399.0,446.0
