vehicle_made_year,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,vehicle_mileage,vehicle_key
2024,Compact,15000,gray,20911.01127,83824,564
2018,Large,15000,silver,21271.45253,102635,565
2019,Medium,58700.40283,white,20439.67604,69352,566
2018,Compact,15000,white,30370.11857,70258,567
2026,Large,79790.19383,gray,52515.00377,4442,568
2022,Large,15000,blue,19466.34917,106786,569
2025,Medium,15000,blue,33835.83433,94649,570
2021,Compact,18326.42084,red,10202.53518,74193,571
2024,Large,15620.80593,gray,9485.948127,74312,572
2018,Medium,44775.67347,gray,4735.711061,88679,573
2025,Large,15000,black,41208.12907,113670,574
2017,Large,26008.26274,silver,42173.07854,76400,575
2024,Compact,15000,white,15365.67952,52163,576
2023,Large,15000,red,19273.97651,96644,577
2019,Large,15000,red,15819.4015,82854,578
2025,Compact,15000,gray,27145.5464,51121,579
2027,Compact,70369.30525,black,5452.482312,73668,580
2018,Compact,22760.69651,black,15393.23312,73806,581
2027,Large,76525.76166,gray,11763.63147,88832,582
2025,Large,99972.08436,black,23744.20647,105038,583
2026,Large,15000,blue,17270.38043,53130,584
2025,Medium,32878.29719,gray,36999.59633,136305,585
2023,Medium,57022.22833,other,11245.97906,140563,586
2025,Compact,15000,silver,35765.33886,66797,587
2013,Large,85899.52131,silver,24346.41201,73063,588
2025,Medium,30252.41537,gray,19639.95625,10463,589
2016,Large,15000,silver,22931.37151,98817,590
2021,Compact,15000,white,41148.61539,67980,591
2025,Compact,26887.01237,black,16998.67907,60291,592
2025,Medium,28434.15092,white,24056.65107,29343,593
2019,Medium,15000,black,8832.544507,54160,594
2005,Large,15000,black,45491.63673,60748,595
2023,Large,15000,other,30668.0273,68087,596
2026,Compact,33313.02064,silver,26717.70527,88558,597
2024,Medium,15000,silver,20315.8282,108429,598
2027,Large,15000,gray,17816.91645,58984,599
2026,Medium,15000,white,24954.56014,94350,600
2026,Medium,43206.97065,blue,36555.8617,85540,601
2026,Compact,27960.47021,other,11623.34135,47253,602
2026,Large,15000,white,16956.24327,63963,603
2027,Medium,15000,red,27472.14408,72905,604
2023,Compact,15000,silver,32936.68243,62586,605
2026,Medium,18820.30406,gray,17851.98839,39305,606
2027,Large,15916.75388,blue,32950.49978,82416,607
2019,Compact,77379.39145,white,44927.21389,79225,608
2026,Large,45404.20408,white,18107.68883,45168,609
2022,Compact,15000,other,19340.00508,79850,610
2024,Large,15000,blue,25734.55299,122027,611
2026,Medium,46675.25,blue,12597.46144,74840,612
2027,Medium,21741.05328,other,18562.52703,51126,613
2007,Compact,15000,gray,41442.9798,64825,614
2027,Large,15000,white,34997.94673,68854,615
2027,Medium,15000,other,17841.65124,107184,616
2023,Compact,88619.59776,other,17046.20205,115991,617
2027,Large,52894.92182,silver,22435.75931,107908,618
2026,Large,64177.29773,white,44556.08672,34920,619
2022,Compact,15000,other,12451.36594,30994,620
2021,Medium,31396.50527,other,22740.23601,77382,621
2025,Large,15000,white,59161.58293,101025,622
2022,Medium,49809.88316,blue,33834.54575,1593,623
2018,Large,47757.23366,black,9468.623461,95705,624
2007,Medium,44246.85195,other,30341.72054,112147,625
2027,Medium,51896.68003,red,13018.07776,141555,626
2021,Large,57815.74492,other,18508.3687,79258,627
2024,Compact,42853.76266,blue,40151.28074,73852,628
2022,Medium,15000,black,30085.28755,112938,629
2025,Medium,87006.14783,red,37508.2243,20172,630
2022,Medium,15000,other,21887.49295,94071,631
2023,Compact,37005.63344,red,6801.900942,28894,632
2027,Compact,15000,silver,26357.9944,113059,633
2026,Medium,74222.18515,red,23896.35244,55942,634
2014,Compact,15000,red,23721.08943,89353,635
2026,Medium,15000,gray,20758.55065,97167,636
2020,Compact,58946.87045,white,10656.08953,87142,637
2013,Medium,52993.53587,silver,18798.01978,93371,638
2026,Compact,15000,white,19184.93991,48053,639
2024,Compact,44646.20713,silver,23750.04197,63204,640
2024,Large,41612.96259,white,16368.30764,92515,641
2019,Medium,15000,white,25552.84718,29985,642
2024,Medium,15000,other,43928.06958,155435,643
2026,Compact,51879.59428,gray,12281.37698,96699,644
2024,Large,15000,blue,38123.60201,109858,645
2026,Medium,15000,other,19755.32487,124007,646
2021,Medium,15000,silver,20257.24296,80679,647
2022,Compact,20470.72142,other,19816.95817,142038,648
2022,Medium,15000,other,28468.33436,86837,649
2022,Large,17173.44248,red,13349.93107,23725,650
2018,Medium,15000,gray,22800.85333,102582,651
2022,Compact,15000,silver,37221.74772,108547,652
2027,Compact,71054.25405,gray,11177.52981,78686,653
2022,Compact,58787.61169,white,30669.10941,83979,654
2025,Large,44639.49517,silver,8018.645393,120533,655
2023,Compact,28656.9855,blue,17529.59004,20890,656
2020,Large,15000,other,14475.31544,62780,657
2025,Large,15000,blue,42536.55209,36804,658
2027,Large,15000,silver,18964.09006,99761,659
2010,Large,15000,other,32592.90238,116734,660
2024,Compact,19923.8895,white,44578.63297,86241,661
2025,Compact,15000,white,17208.62064,75991,662
2022,Medium,16557.65411,blue,9728.734259,98221,663
2013,Medium,46734.62628,silver,19019.93855,86918,664
2025,Compact,15000,other,12080.36015,45644,665
2016,Compact,15000,red,16682.29585,150418,666
2013,Medium,55445.37521,blue,39842.74158,38713,667
2023,Large,28495.04404,white,12516.63059,55937,668
2023,Compact,16677.84311,red,28545.10785,37547,669
2024,Compact,15000,white,16754.07612,100547,670
2025,Large,36063.86466,white,16504.51184,112607,671
2023,Compact,15000,gray,8023.349097,32122,672
2021,Compact,46671.00047,silver,19816.95817,41651,673
2027,Large,15000,black,7766.937734,80146,674
2021,Compact,15000,other,13330.4225,106642,675
2024,Medium,17811.71017,gray,18616.62003,97428,676
2022,Medium,48806.8132,white,10414.11805,95669,677
2019,Large,15000,other,16201.18796,65385,678
2019,Compact,106376.8379,gray,13083.26333,52206,679
2023,Medium,15000,red,12013.12682,45415,680
2027,Compact,42746.31503,other,19024.29076,113350,681
2022,Medium,69706.78448,silver,12650.59004,60898,682
2022,Medium,15000,gray,18486.08936,40676,683
2027,Large,22116.00921,red,14891.52426,113036,684
2024,Medium,23683.34856,black,22930.1859,119104,685
2026,Large,21956.68907,gray,14113.22062,88748,686
2024,Medium,15000,black,36008.18248,81555,687
2022,Large,39772.55259,black,13656.20968,97110,688
2023,Large,36277.56985,other,23366.02198,58010,689
2015,Medium,27967.70578,gray,30560.46375,50144,690
2024,Medium,15000,gray,16184.87957,138273,691
2027,Compact,45246.56488,white,20480.64891,84577,692
2022,Medium,64443.14206,other,37514.90071,29953,693
2016,Medium,47715.80294,white,18686.10785,96716,694
2021,Medium,44353.49563,red,19757.69207,65227,695
2018,Compact,43365.08277,gray,14159.1988,79235,696
2026,Large,15000,red,16638.51537,123150,697
2024,Medium,70551.65469,black,20781.84926,88271,698
2022,Medium,73117.84623,blue,12273.16777,26279,699
2026,Medium,27566.64133,gray,36079.30851,89283,700
2020,Medium,15000,red,21477.45468,77169,701
2025,Medium,58384.12215,gray,10209.65687,89030,702
2025,Large,30010.64505,other,36819.30267,87084,703
2021,Compact,33282.9689,silver,23330.77145,112511,704
2025,Medium,15000,black,12290.3427,46455,705
2024,Medium,70264.91414,gray,20983.70125,71765,706
2027,Medium,37556.12268,other,15786.69899,65559,707
2027,Medium,21612.80465,red,24599.58055,91925,708
2026,Medium,78905.90055,silver,13877.12504,100170,709
2025,Compact,26967.61529,black,45913.50493,37205,710
2022,Medium,15000,silver,28744.58521,120788,711
2022,Medium,36038.75976,white,54808.06443,20366,712
2023,Compact,16838.67128,other,32009.79436,24480,713
2027,Compact,23537.35976,other,10793.48504,55775,714
2023,Large,31248.92293,gray,42899.73309,76504,715
2022,Medium,40760.60825,white,22114.21598,117940,716
2019,Compact,74071.73486,white,11136.93989,63342,717
2019,Medium,41303.69112,white,15997.51654,42393,718
2023,Large,15000,blue,20002.21971,86025,719
2025,Medium,35924.19025,blue,14600.28411,115175,720
2025,Medium,33381.16116,black,28941.60199,111812,721
2024,Medium,15000,silver,16033.06406,99578,722
2025,Large,31043.37458,gray,34319.38648,111773,723
2022,Compact,46591.66267,blue,11568.98228,82094,724
2024,Large,16761.2967,gray,9424.526278,46138,725
2022,Medium,15000,blue,31346.49725,108321,726
2025,Large,28866.64281,red,23186.64833,131422,727
2023,Large,27503.20254,white,17127.59135,19543,728
2023,Large,15000,black,24245.5051,72670,729
2014,Compact,15000,gray,29480.97638,108943,730
2019,Medium,15000,white,42805.75794,73092,731
2024,Compact,15576.67627,other,27144.46276,65069,732
2026,Large,15000,other,31553.98808,105526,733
2025,Large,15000,other,38145.45102,64847,734
2025,Medium,15000,silver,14619.34948,62987,735
2025,Large,15000,blue,21945.2232,82093,736
2026,Medium,15000,other,30962.22414,109014,737
2024,Medium,15000,silver,31435.41669,64894,738
2021,Compact,15000,white,19942.56663,10379,739
2020,Medium,21206.46823,black,29861.47113,110136,740
2023,Large,15000,gray,16866.49086,101346,741
2021,Large,15000,red,21554.18689,77857,742
2022,Large,29083.02347,black,18646.27876,68722,743
2017,Large,15000,white,5680.443299,75515,744
2017,Medium,57320.91284,black,14618.62991,80951,745
2026,Large,15000,white,10036.54793,100066,746
2024,Medium,15000,red,19909.63539,61702,747
2027,Large,47292.24762,silver,12353.80858,63371,748
2011,Medium,41694.3723,blue,25097.43278,84929,749
2010,Medium,80713.60235,red,13467.42234,68051,750
2025,Medium,15000,silver,28401.15204,93016,751
2017,Large,15000,red,9456.799814,101198,752
2022,Medium,54564.50255,blue,27230.74337,43832,753
2024,Compact,15000,red,16233.46898,142881,754
2027,Large,33431.50406,white,9983.533901,89528,755
2019,Compact,32563.65579,blue,9953.595009,93984,756
2022,Compact,15000,red,37994.46027,25824,757
2026,Medium,15000,blue,29031.62124,91337,758
2027,Large,15000,red,30407.86687,66610,759
2016,Large,58242.58445,blue,26734.44801,68992,760
2022,Compact,29369.52862,gray,28503.11965,75950,761
2020,Large,15000,white,20279.63621,69228,762
2026,Medium,30530.13857,black,19846.86867,91717,763
2022,Medium,24085.51669,red,23565.32763,40399,764
2025,Compact,15735.28117,gray,48212.91026,140893,765
2024,Large,48124.18452,black,13277.65941,91235,766
2024,Large,65276.81621,white,14365.61627,66740,767
2025,Compact,26015.0572,blue,28859.91334,28496,768
2020,Medium,40632.08454,white,46228.64353,92364,769
2025,Large,15000,gray,13609.79649,46122,770
2025,Medium,21646.96862,gray,36246.50513,135998,771
2026,Large,15000,silver,33667.13584,43850,772
2026,Medium,96431.10293,white,9707.489223,77506,773
2026,Compact,15000,silver,14685.96378,84837,774
2025,Medium,15000,red,24381.31992,101529,775
2021,Large,60045.16332,black,28883.11449,54566,776
2017,Compact,15000,other,47946.70851,108197,777
2026,Medium,15000,other,8029.962605,80243,778
2020,Large,15000,red,11262.65723,57796,779
2025,Medium,15000,white,16651.76486,71732,780
2023,Medium,31803.11533,black,20116.54756,71833,781
2022,Medium,15000,black,10639.09659,27297,782
2024,Large,48766.91658,gray,14185.02457,85574,783
2018,Medium,15000,silver,4929.115993,130770,784
2018,Compact,15000,silver,12267.69836,85335,785
2027,Large,15000,black,4201.565639,86414,786
2025,Medium,46857.63351,gray,13351.60102,61856,787
2021,Compact,15000,white,11757.16925,48187,788
2027,Compact,29651.81945,black,9780.137494,49556,789
2026,Medium,15000,red,26361.73421,83460,790
2026,Compact,46121.95999,red,42979.73494,76103,791
2025,Compact,33257.4048,black,8531.613179,69993,792
2020,Compact,81834.06613,white,45217.07053,80951,793
2023,Compact,35913.15572,white,25656.91377,72455,794
2017,Medium,76271.57538,blue,21273.57066,24536,795
2023,Medium,15000,silver,26785.75432,61154,796
2018,Medium,15000,gray,10627.83476,57991,797
2027,Medium,15000,gray,41696.29895,116208,798
2018,Large,15000,silver,24667.32516,78478,799
2027,Compact,55773.69461,white,25278.45788,75421,800
2024,Large,78989.33693,silver,20052.85672,130896,801
2023,Compact,15000,blue,13249.56938,86831,802
2025,Compact,19470.61835,white,30423.24206,44264,803
2020,Large,34505.8841,other,9448.857968,52175,804
2011,Medium,20724.03657,red,29760.46097,63488,805
2022,Medium,19453.60399,silver,27897.11115,30827,806
2025,Compact,15000,silver,26738.75665,76052,807
2022,Medium,28895.17368,silver,18343.16504,125091,808
2022,Compact,15000,white,6301.50045,78674,809
2019,Compact,35630.47311,blue,17184.16868,96068,810
2018,Large,15000,other,23769.57456,47357,811
2025,Large,15000,other,39613.85761,26042,812
2016,Large,15000,white,18830.45621,94251,813
2022,Medium,18740.48772,black,7891.192063,9034,814
2027,Large,61423.04993,silver,28587.52389,114876,815
2026,Large,20069.39382,black,15600.68144,45832,816
2026,Large,20147.87727,black,31656.40131,76843,817
2021,Large,17307.4975,silver,66939.49045,71312,818
2024,Compact,15000,other,18472.59381,73905,819
2022,Medium,67908.6177,other,19481.85224,70087,820
2025,Compact,15000,red,47736.26585,78862,821
2015,Medium,15000,black,43494.84369,57258,822
2025,Compact,22648.95588,gray,23070.46441,99211,823
2013,Large,15000,blue,33871.77756,139884,824
2020,Large,15000,blue,32788.51774,89133,825
2024,Compact,53480.91136,red,14904.91255,98228,826
2020,Medium,15009.93493,black,13468.86621,66061,827
2020,Large,15000,other,10754.98937,90455,828
2027,Compact,15000,silver,15456.72841,110709,829
2020,Large,15000,black,17816.91645,36260,830
2024,Medium,71678.10132,silver,10691.10849,86045,831
2017,Large,15000,other,35391.94851,80929,832
2027,Medium,15000,red,15708.40551,164191,833
2027,Medium,15949.63862,silver,20215.43132,49554,834
2026,Medium,15000,blue,22576.25746,71224,835
2018,Medium,15000,white,57191.01739,61859,836
2024,Large,64225.82711,black,5099.629492,151941,837
2014,Medium,63524.96933,black,25887.12075,95431,838
2025,Compact,57904.55258,white,45117.29791,53887,839
2026,Large,67974.04162,silver,68947.15192,61635,840
2021,Medium,15000,blue,19497.85339,120928,841
2026,Compact,20615.08383,other,23368.89475,73041,842
2027,Large,28395.52647,blue,16905.39666,64783,843
2024,Compact,23335.77883,blue,42681.95611,119652,844
2019,Compact,51527.01669,white,40051.11458,73140,845
2026,Compact,67539.94144,red,6414.755089,500,846
2024,Large,15000,white,23254.59042,64165,847
2014,Compact,15000,silver,13549.10892,90474,848
2026,Large,26793.06409,white,37141.22387,38169,849
2027,Large,15000,gray,27026.93012,57651,850
2023,Medium,46454.98717,blue,46279.58755,42417,851
2024,Compact,15000,red,15470.02498,88321,852
2025,Large,15000,white,27618.54763,44481,853
2023,Large,38743.81478,black,14365.12358,99777,854
2020,Large,22760.69651,black,29416.77391,105914,855
2027,Medium,42213.96942,red,38485.78734,86475,856
2023,Compact,15000,blue,5375.240174,107158,857
2013,Large,15000,gray,15654.88063,500,858
2021,Compact,15098.63798,gray,26649.95557,111432,859
2020,Compact,40624.18872,black,25617.24747,81003,860
2022,Large,20733.05486,black,15660.23197,47132,861
2025,Large,15000,other,17480.18971,75877,862
2022,Medium,60016.92286,gray,13310.08215,66306,863
2020,Medium,15000,black,20519.61382,142192,864
2020,Medium,15000,white,8119.274878,68338,865
2026,Medium,65981.42696,white,22674.80123,96289,866
2026,Compact,55771.55423,other,40904.249,81892,867
2025,Compact,15000,blue,14713.69126,80229,868
2020,Compact,59563.22134,black,9073.952464,37422,869
2026,Compact,26288.73826,gray,11550.84527,110060,870
2027,Medium,54785.61414,silver,20917.89366,69613,871
2018,Large,18824.50369,silver,10387.93009,86378,872
2024,Compact,15000,red,26613.19927,78045,873
2019,Large,28457.69449,silver,36079.1552,80655,874
2024,Large,15000,white,28161.20765,143534,875
2023,Medium,39289.42097,black,6934.525116,48775,876
2016,Large,65659.45601,red,21271.45253,56789,877
2027,Compact,15000,silver,27503.53737,125419,878
2022,Large,28354.1045,other,11352.85444,80058,879
2023,Compact,50069.442,white,27354.60928,103439,880
2023,Medium,15000,other,6554.817938,24415,881
2022,Medium,78497.09573,white,12511.79262,77314,882
2022,Medium,66946.28456,blue,9655.885721,85079,883
2019,Medium,15000,white,41985.40695,108815,884
2022,Medium,15000,blue,22030.13493,57571,885
2019,Compact,15000,gray,9030.880853,105163,886
2022,Medium,38707.7549,black,13687.16631,113070,887
2020,Compact,31135.21814,black,25517.35819,500,888
2019,Compact,39072.16757,black,30342.42331,87261,889
2020,Medium,26969.49869,black,11209.08924,52329,890
2026,Medium,45097.59627,gray,25055.73278,69305,891
2024,Medium,15000,blue,26276.83903,77911,892
2026,Compact,75005.27996,gray,17379.23024,29022,893
2027,Medium,38687.11291,silver,40481.61948,38639,894
2025,Large,115550.2036,black,12058.5412,83995,895
2017,Medium,15000,silver,25574.55985,54232,896
2025,Medium,18368.23505,black,9461.905196,120816,897
2026,Medium,35445.88682,other,8383.601551,104893,898
2021,Compact,45411.55245,other,8507.194925,38464,899
2007,Compact,28743.37071,white,28420.01071,130307,900
2022,Compact,15000,gray,22594.94374,59374,901
2021,Compact,71986.85924,white,17086.21201,69880,902
2020,Compact,35841.19845,black,20465.72729,60390,903
2022,Compact,15000,blue,26779.5734,106021,904
2026,Compact,30773.38123,white,17177.2218,101977,905
2024,Large,15000,gray,14960.0354,38220,906
2023,Compact,15000,silver,4433.568377,56584,907
2022,Large,15000,silver,27406.30727,75249,908
2019,Medium,55681.85829,black,17819.45515,83209,909
2027,Medium,30550.38871,silver,9970.383902,78286,910
2027,Compact,15000,gray,66694.13149,85715,911
2011,Large,45089.89125,gray,22598.73481,125659,912
2023,Large,28860.76273,white,32653.60307,63536,913
2022,Medium,15000,silver,24324.18519,69143,914
2023,Large,15000,gray,30000.82548,48860,915
2020,Large,61598.96372,blue,15398.56623,87819,916
2022,Large,28493.04083,other,46168.75284,83618,917
2027,Compact,15000,silver,20438.11521,107660,918
2005,Large,15000,black,16562.95277,82377,919
2008,Compact,71008.87529,silver,31447.01987,48856,920
2022,Large,23574.83343,white,33172.00109,107288,921
